项目编码,项目名称,专业,分包类型,产值
U_ORG_XM_FSJRJRCHY,佛山金融街融辰花园,机电,自施,0
U_ORG_XM_FSJRJSS,佛山金融街三水,机电,自施,0
U_ORG_XM_FSJXLJHY,佛山建鑫乐家花园,机电,自施,0
U_ORG_XM_FSLC,佛山绿城,机电,自施,0
U_ORG_XM_FSLQG,佛山国际体育文化演艺中心,机电,自施,0
U_ORG_XM_FSSDGZSYXX,佛山顺德光正实验学校,机电,自施,0
U_ORG_XM_FSSDYXQ,佛山市东亚项目西区EPC,机电,自施,725161.84
U_ORG_XM_FSYCZD,佛山怡翠尊堤嘉园D2区,机电,自施,0
U_ORG_XM_FSYGBJSQGZ,佛山市原干部家属区部分政府旧物业修缮改造,机电,自施,0
U_ORG_XM_FZJDFJD,福州第8.5代新型半导体显示器件生产线机电,机电,自施,0
U_ORG_XM_GCBS38DK,北京观承别墅03-38地块二标段,机电,自施,0
U_ORG_XM_GDGSZYXY,广东工商职业学院体育馆·图书馆,机电,自施,0
U_ORG_XM_GDHYAL,广东阿里巴巴云计算数据中心河源源城区项目,机电,自施,-4823316.99
U_ORG_XM_GDHYALEQ,广东阿里巴巴云计算数据中心河源源城区二期项目,机电,自施,142925.55
U_ORG_XM_GDHYSQ,广东阿里巴巴云计算数据中心河源源城区三期项目,机电,自施,31509904.22
U_ORG_XM_GDHYSQJD,广东阿里巴巴云计算数据中心河源源城区三期机电,机电,自施,290683.02
U_ORG_XM_GMDLGZ,北京国贸东楼改造及交通一体化,机电,自施,0
U_ORG_XM_GRGCJD,北京国锐广场机电,机电,自施,0
U_ORG_XM_GSQYZDYQ,甘肃庆阳正大一期,机电,自施,0
U_ORG_XM_GXNNDXCFJF,广西南宁电信东盟信息园动力中心柴发机房,机电,自施,33950.52
U_ORG_XM_GYHYZCF,中建（天津）工业化建筑公司预制厂房,机电,自施,98814.53
U_ORG_XM_GYSGZFYYYJD,贵阳市贵州妇女儿童国际医院机电,机电,自施,4867635.76
U_ORG_XM_GYWK,贵阳万科劲嘉大都会商业综合体,机电,自施,0
U_ORG_XM_GZALBB,广州阿里巴巴华南运营中心,机电,自施,1425202.77
U_ORG_XM_GZBLSYL,广州保利三元里,机电,自施,4921476.12
U_ORG_XM_GZCSJFZ,广州超视堺第10.5代TFT-LCD显示器件生产线（发展）,机电,自施,1169774.55
U_ORG_XM_GZLMLGZ,广州市建设六马路1号改造,机电,自施,0
U_ORG_XM_GZWXN,广州维信诺第6代柔性AMOLED模组生产线,机电,自施,540195.96
U_ORG_XM_GZWXNJD,广州维信诺第6代柔性AMOLED模组生产线机电,机电,自施,1288716.33
U_ORG_XM_GZXYNBDT,广州芯粤能半导体,机电,自施,0
U_ORG_XM_GZYXBDT,广州粤芯半导体,机电,自施,0
U_ORG_XM_HAXJCF,淮安第三园区新建厂房,机电,自施,4270106.95
U_ORG_XM_HBGAYG,河北固安第6代有源矩阵AMOLED面板生产线,机电,自施,0
U_ORG_XM_HBGAZSJD,河北固安第6代有源矩阵AMOLED面板生产线装饰机电,机电,自施,-311911.08
U_ORG_XM_HBXAWKSYS,河北雄安新区万科实验室,机电,自施,0
U_ORG_XM_HBXYZDYQ,湖北襄阳正大一期,机电,自施,0
U_ORG_XM_HEBSZCYY,哈尔滨深圳产业园科创总部,机电,自施,3373033.79
U_ORG_XM_HEBSZCYYJZ,哈尔滨深圳产业园科创总部精装修,机电,自施,0
U_ORG_XM_HEBZGBY,哈尔滨中国北药智慧产业新城A1地块,机电,自施,70528.39
U_ORG_XM_HFCX,合肥长鑫12吋存储器晶圆制造基地项目一期改扩建,机电,自施,0
U_ORG_XM_HFDC,合肥鼎材新型显示配套高端电子材料生产基地,机电,自施,0
U_ORG_XM_HFHYYQJD,合肥泰康之家徽园一期机电,机电,自施,0
U_ORG_XM_HFJDFSDWD,合肥京东方第10.5代薄膜晶体管液晶显示器件（TFT-LCD）,机电,自施,0
U_ORG_XM_HFJHTJ,合肥晶合二厂厂务及配套项目L40土建,机电,自施,0
U_ORG_XM_HFLKDZXXCF,合肥蓝科电子信息厂房,机电,自施,0
U_ORG_XM_HFSY,合肥视涯OLED微型显示器件厂,机电,自施,0
U_ORG_XM_HFV3,合肥维信诺第六代AMOLED生产线,机电,自施,3462676.87
U_ORG_XM_HFYJCLCJ,合肥邮件处理车间,机电,自施,0
U_ORG_XM_HFYJCLCJFZ,合肥邮件处理车间（发展）,机电,自施,0
U_ORG_XM_HFZJCF,合肥整机智能制造生产线,机电,自施,191155.5
U_ORG_XM_HHHTKDJD,呼和浩特凯德广场·诺和木勒改造项目机电,机电,自施,18484342.82
U_ORG_XM_HKKGBSQ,海口空港综合保税区监管设施,机电,自施,0
U_ORG_XM_HKYSDEQ,北京鸿坤云时代二期,机电,自施,385875.67
U_ORG_XM_HNAYZZC,河南安阳内黄正大一期,机电,自施,89797.67
U_ORG_XM_HNRCJFGZ,北京华能人才基地B栋实验楼数据机房改造,机电,自施,0
U_ORG_XM_HNTZDS,北京湖南投资大厦,机电,自施,62873.73
U_ORG_XM_HNXYSWBG,河南新乡中蓝商务地块自持办公,机电,自施,1127511.02
U_ORG_XM_HSWYSZHT,海参崴艺术文化综合体,机电,自施,0
U_ORG_XM_HTDXJSSS,北京航天工程大学军事设施建设,机电,自施,13256641.47
U_ORG_XM_HZALYZB,杭州阿里云计算公司总部,机电,自施,5371801.17
U_ORG_XM_HZCNYG,杭州菜鸟西湖云谷产业园,机电,自施,2366223.52
U_ORG_XM_HZDTSHX,杭州地铁3号线一期工程星桥车辆段,机电,自施,3331471.58
U_ORG_XM_HZGYDYQ,哈尔滨中国移动数据机房一期,机电,自施,0
U_ORG_XM_HZHKGD,杭州海康高端安防产品及红外传感芯片研发、产业化,机电,自施,1882244.02
U_ORG_XM_HZLXYTC,杭州理想银泰城,机电,自施,0
U_ORG_XM_HZRHALY,杭州仁和阿里云计算数据中心,机电,自施,2393978.51
U_ORG_XM_HZXLW,广东惠州金融街巽寮湾海世界,机电,自施,0
U_ORG_XM_HZZX,杭州中芯晶圆半导体股份有限公司半导体大硅片（200mm、300mm）,机电,自施,24736
U_ORG_XM_JCGJD,晋城光机电产业园一期项目EPC总承包,机电,自施,14170245.66
U_ORG_XM_JJHCZGCGZ,九江火车站广场及滨江路改造,机电,自施,0
U_ORG_XM_JL43015GC,吉林省43015-3EPC,机电,自施,1578097.82
U_ORG_XM_JLMHKKMWLY,吉林梅河口康美医疗健康中心物流园,机电,自施,0
U_ORG_XM_JLMHKKMYLY,吉林梅河口康美医疗健康中心医疗园,机电,自施,0
U_ORG_XM_JLMHKKMYYY,吉林梅河口康美医疗健康中心医养园,机电,自施,0
U_ORG_XM_JLYSZDYQ,吉林榆树正大一期,机电,自施,0
U_ORG_XM_JMHFSJ,江门华发四季,机电,自施,0
U_ORG_XM_JRJHZQ,广州金融街海珠区石岗路,机电,自施,307125.65
U_ORG_XM_JRJYTZX,北京金融街（月坛）中心,机电,自施,0
U_ORG_XM_JSLYSDSQ,江苏先进动力电池产业化项目（二期）一标段,机电,自施,41515274.93
U_ORG_XM_JSQYJZZX,嘉善县区域急诊医学中心,机电,自施,0
U_ORG_XM_JSRFZJJD,江苏日丰镇江基地,机电,自施,0
U_ORG_XM_JSXHLZX,嘉兴市嘉善县健康护理中心,机电,自施,1203694.76
U_ORG_XM_JSZJLXCF,江苏镇江力信锂电池研发及产业化工程,机电,自施,0
U_ORG_XM_JXGQGC,嘉兴港区滨海中央广场项目二期EPC,机电,自施,0
U_ORG_XM_JXJSSDY,嘉兴市嘉善善东苑公寓房,机电,自施,0
U_ORG_XM_JXQN,嘉兴长三角氢能创新中心,机电,自施,0
U_ORG_XM_JXSDW,嘉兴斯达微电子有限公司芯片研发及产业化,机电,自施,0
U_ORG_XM_JXWHZX,嘉兴市文化艺术中心,机电,自施,6915869.9
U_ORG_XM_JXWLCC,嘉兴综合保税区物流仓储,机电,自施,9685812.88
U_ORG_XM_JXYL,北京绿城西山燕庐,机电,自施,0
U_ORG_XM_LFYQWK,廊坊永清紫晶翡丽,机电,自施,122645
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,机电,自施,0
U_ORG_XM_LNTSLSRGZ,辽宁天士力参茸厂区改造,机电,自施,0
U_ORG_XM_LXHGZ,北京利星行中心改造,机电,自施,0
U_ORG_XM_LXHZXEQ,北京利星行中心二期,机电,自施,1202262.84
U_ORG_XM_LYSTYLJLH,洛阳隋唐园立交亮化,机电,自施,0
U_ORG_XM_LYSTYLJLHJT,洛阳隋唐园立交亮化(集团),机电,自施,40022.04
U_ORG_XM_LYZDYQ,洛阳正大一期,机电,自施,0
U_ORG_XM_LZSOHOJD,北京丽泽soho机电,机电,自施,78788.23
U_ORG_XM_MTGBLXX,北京门头沟保利小学,机电,自施,0
U_ORG_XM_MYGXYY,绵阳高新医院（肺病医院）建设,机电,自施,0
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,机电,自施,0
U_ORG_XM_MYWSCLC,绵阳永兴污水处理厂扩建,机电,自施,3293940.46
U_ORG_XM_MYZXXZ,绵阳市中心血站迁建,机电,自施,0
U_ORG_XM_NCGXWDZ,南昌高新微电子科技园,机电,自施,0
U_ORG_XM_NCJKQJD,南昌经开区LED电子信息孵化示范基地机电,机电,自施,163882.95
U_ORG_XM_NCSSMZXJD,南昌市市民中心建设工程机电,机电,自施,2218473.74
U_ORG_XM_NGZCXQ,北京石景山区南宫住宅小区,机电,自施,0
U_ORG_XM_NJHSXFDJC,南京华夏幸福大校场项目G地块,机电,自施,1925221.62
U_ORG_XM_NJHXC,南京海峡城E地块住宅,机电,自施,0
U_ORG_XM_NJKGZNGGW,南京空港智能骨干网,机电,自施,0
U_ORG_XM_NJTS,南京腾讯华东云计算基地,机电,自施,2317666.28
U_ORG_XM_NJYZJG29DK,南京燕子矶G29B地块,机电,自施,2489079.31
U_ORG_XM_NTALYJS,南通阿里云计算数据中心,机电,自施,1480470.93
U_ORG_XM_NTJH,南通江海阿里云计算数据中心,机电,自施,14448506.88
U_ORG_XM_NTJSY,南通金属园阿里云计算数据中心,机电,自施,13886001.66
U_ORG_XM_PAGJJRZX,深圳平安国际金融中心（局集团）,机电,自施,0
U_ORG_XM_PJZW,盘锦忠旺铝业一期一标段A区,机电,自施,0
U_ORG_XM_PXZYYYQ,沛县中医院迁院建设新建项目(一期),机电,自施,0
U_ORG_XM_QBJWTZX,成都青白江区文化体育中心,机电,自施,0
U_ORG_XM_QBJZHDD,成都青白江区智慧大道,机电,自施,0
U_ORG_XM_QDHFSJ,青岛华发四季,机电,自施,3296489.64
U_ORG_XM_QDHNJD,青岛华能信息产业基地机电,机电,自施,29335.12
U_ORG_XM_QDTKZJ,青岛泰康之家养老,机电,自施,3048590.96
U_ORG_XM_QDWKFCZJ,青岛万科翡翠长江,机电,自施,3543716.87
U_ORG_XM_QDYGYH,青岛阳光·壹号,机电,自施,0
U_ORG_XM_QHBT,北京清华大学北体育馆,机电,自施,9046386.07
U_ORG_XM_QHDLDBDT,秦皇岛礼鼎高端集成电路封装载板智能制造基地,机电,自施,9870160.6
U_ORG_XM_QHDXXQLJGZZ,北京清华大学学清路教工住宅（学清苑）,机电,自施,0
U_ORG_XM_QHHFYZX,北京清华大学航发院装修,机电,自施,2284266.29
U_ORG_XM_QHSSM,北京清华大学苏世民书院,机电,自施,0
U_ORG_XM_QZSABDT,泉州三安半导体研发与产业化,机电,自施,0
U_ORG_XM_RHQSZX,中国人民银行清算总中心北京中心低压配电,机电,自施,0
U_ORG_XM_SCGAFY,四川广安富盈洋房及商业,机电,自施,0
U_ORG_XM_SCGAJDGZ,四川广安富盈酒店机电改造,机电,自施,0
U_ORG_XM_SCGCCYY,四川国际创新设计产业园A地块,机电,自施,0
U_ORG_XM_SCTKXNYY,四川泰康西南医院,机电,自施,13041724.15
U_ORG_XM_SDBZZYY,山东滨州中医医院新院,机电,自施,6117170.86
U_ORG_XM_SDJCGZ,北京首都机场2号航站楼改造,机电,自施,0
U_ORG_XM_SDRCGEJD,山东荣成歌尔电子4#厂房、2#动力中心机电,机电,自施,299472.87
U_ORG_XM_SDYDSJZX,山东移动青岛数据中心一期空调,机电,自施,0
U_ORG_XM_SDYKDKYL,北京首都医科大学临床科研楼改造,机电,自施,0
U_ORG_XM_SHGBSH,上海古北SOHO机电工程,机电,自施,0
U_ORG_XM_SHGKBDT,上海格科半导体,机电,自施,6229915.49
U_ORG_XM_SHPDAZF1101,上海浦东新区安置房11-01地块,机电,自施,3096870.27
U_ORG_XM_SHSLFYJSJD,三河市数立方融媒体云计算中心机电,机电,自施,24112566
U_ORG_XM_SHTKSYGZ,上海泰康申园一期改造,机电,自施,0
U_ORG_XM_SHTXGKJCF,上海腾讯改扩建厂房,机电,自施,736051.2
U_ORG_XM_SHTY,上海天岳碳化硅半导体材料,机电,自施,290278.79
U_ORG_XM_SHWDNZJD,上海万科南站商务城三期机电,机电,自施,383886.58
U_ORG_XM_SHWKATGZJD,上海万科安亭新镇项目能源站改造机电（一期）,机电,自施,0
U_ORG_XM_SHWKXMJD,上海万科莘闵综合机电,机电,自施,0
U_ORG_XM_SHXYDJD,上海商汤科技新一代人工智能计算和赋能平台机电,机电,自施,15244566
U_ORG_XM_SJZXHWDGC,石家庄新华万达广场,机电,自施,0
U_ORG_XM_SJZXJD,北京数据港1号数据中心机电,机电,自施,788257.83
U_ORG_XM_SKWKZX,北京首开万科中心,机电,自施,0
U_ORG_XM_SMDLGZ,北京生命科学实验室改造,机电,自施,852420.04
U_ORG_XM_SRHXLIVEXJYQ,上饶华熙Live·信江一期,机电,自施,0
U_ORG_XM_SXDTZDYQ,山西大同正大一期,机电,自施,0
U_ORG_XM_SXQQJD,绍兴钱清B地块商业机电,机电,自施,234681.99
U_ORG_XM_SXWNZDYQ,陕西渭南澄城正大一期,机电,自施,0
U_ORG_XM_SXZXJCDL,绍兴中芯集成电路,机电,自施,0
U_ORG_XM_SYFDSJC,沈阳方大·世纪城 01-C 医养项目三标段,机电,自施,0
U_ORG_XM_SYHXD,三亚海棠湾河心岛,机电,自施,0
U_ORG_XM_SYJLSY,沈阳嘉里A2地块商业,机电,自施,0
U_ORG_XM_SYJLZXBDK,沈阳嘉里中心B地块3a1、3a2期,机电,自施,0
U_ORG_XM_SYJLZXJD,沈阳嘉里中心居住商业（C地块）机电工程,机电,自施,0
U_ORG_XM_SYJLZXT,沈阳嘉里中心A2地块T2办公楼总承包工程,机电,自施,0
U_ORG_XM_SYLCQYCSQ,沈阳绿城全运村四期,机电,自施,0
U_ORG_XM_SYSKRY,沈阳首开如院,机电,自施,0
U_ORG_XM_SYSNYG,沈阳苏宁电子商务运营中心(一期),机电,自施,-927004.07
U_ORG_XM_SYXCD13JQ,北京顺义新城第13街区居住区,机电,自施,3754018
U_ORG_XM_SYZHHPZM,沈阳中海和平之门5.1期,机电,自施,0
U_ORG_XM_SZDSDS,深圳达实大厦改扩建,机电,自施,0
U_ORG_XM_SZGJYSBLJYZB,深圳至正大厦,机电,自施,0
U_ORG_XM_SZGMQJRJ,深圳光明区金融街,机电,自施,0
U_ORG_XM_SZHG,苏州浒关中建璟苑住宅,机电,自施,0
U_ORG_XM_SZHGGYGZ,深圳市皇岗公园改造,机电,自施,5311927.51
U_ORG_XM_SZHXDZQZ,深圳华星光电第11代大宗气体站,机电,自施,0
U_ORG_XM_SZJCBZZ,深圳机场调蓄池泵闸站,机电,自施,512266.06
U_ORG_XM_SZJCKFQ,深圳机场开发区西区,机电,自施,0
U_ORG_XM_SZJHYY,深圳市吉华医院,机电,自施,0
U_ORG_XM_SZJSDX,深圳技术大学建设项目（一期）,机电,自施,0
U_ORG_XM_SZLDBDT,深圳礼鼎高端集成电路载板及先进封装基地,机电,自施,35645.99
U_ORG_XM_SZLHTJWQJD,苏州龙湖天街五期机电总包,机电,自施,657633.41
U_ORG_XM_SZLXCXY,深圳联想创新科技园综合机电,机电,自施,32838496.69
U_ORG_XM_SZNSZD,深圳南山中国电子科技园,机电,自施,0
U_ORG_XM_SZPAGJJRZX,深圳平安国际金融中心,机电,自施,0
U_ORG_XM_SZPDSDDSJD,深圳鹏鼎时代大厦机电,机电,自施,2088573.44
U_ORG_XM_SZQHMGC,深圳前海深港青年梦工场北区(二期),机电,自施,0
U_ORG_XM_SZQWXXSNZX,深圳前湾信息枢纽中心,机电,自施,310196.54
U_ORG_XM_SZRYJD,深圳柔宇国际柔性显示产业园机电,机电,自施,0
U_ORG_XM_SZSCSWDS,深圳首创商务大厦,机电,自施,0
U_ORG_XM_SZSCZX,深圳市创新创业无障碍服务中心,机电,自施,0
U_ORG_XM_SZSMYF,深圳水木一方大厦,机电,自施,0
U_ORG_XM_SZSSGL,深圳石厦村综合管廊,机电,自施,0
U_ORG_XM_SZTK,苏州泰康之家31703地块,机电,自施,0
U_ORG_XM_SZWXGY,苏州文星公寓扩建项目（二标段）,机电,自施,23364580.31
U_ORG_XM_SZXGDX,深圳香港中文大学二期II标,机电,自施,2608380.2
U_ORG_XM_SZXL,深圳西丽高尔夫球俱乐部员工宿舍,机电,自施,0
U_ORG_XM_SZYBXQ,深圳职业技术学院北校区,机电,自施,0
U_ORG_XM_SZYCGSHLZ,苏州虞城(姑苏)±800千伏换流站土建C包,机电,自施,3079554.94
U_ORG_XM_SZYHDSJD,深圳宇宏大厦机电,机电,自施,2156364.18
U_ORG_XM_SZYLXDXQ,深圳职业技术学院留仙洞校区,机电,自施,0
U_ORG_XM_SZYXSGYCJ,深圳职业技术学院学生公寓拆建,机电,自施,0
U_ORG_XM_TH008,北京台湖公园里008地块,机电,自施,0
U_ORG_XM_TJATYFJD,北京太极傲天信息技术研发基地,机电,自施,0
U_ORG_XM_TJDXJSCJS,天津大型紧缩场建设,机电,自施,0
U_ORG_XM_TJJHS,天津金海墅,机电,自施,0
U_ORG_XM_TJJRJBHRY,天津金融街滨海融御,机电,自施,1383801.49
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,机电,自施,840737.13
U_ORG_XM_TJJTDS,天津金唐大厦,机电,自施,0
U_ORG_XM_TJLWL,天津中粮大道一期E地块(祥云名苑),机电,自施,0
U_ORG_XM_TJLXCYY,天津联想创新产业园,机电,自施,0
U_ORG_XM_TJNKXX,天津海河教育园区南开学校,机电,自施,0
U_ORG_XM_TJQYC,天津全运村,机电,自施,0
U_ORG_XM_TJQYCDJXM,天津全运村代建东区小学幼儿园邻里中心,机电,自施,1199437.17
U_ORG_XM_TJSCZBZ,天津首创中北镇,机电,自施,119815.06
U_ORG_XM_TJSYQ,天津天碱商业区14#地,机电,自施,0
U_ORG_XM_TJTYHHYQ,天津天阅海河一期,机电,自施,0
U_ORG_XM_TJWQDK,天津武清080地块,机电,自施,3099546.57
U_ORG_XM_TJYGJDY,天津阳光晶典苑,机电,自施,0
U_ORG_XM_TJYJPJRQ,天津于家堡金融区3-16地块,机电,自施,0
U_ORG_XM_TJZBZJGQ,天津中北镇居住区G区,机电,自施,0
U_ORG_XM_TJZLDDDDKJZ,天津中粮大道一期D地块精装,机电,自施,0
U_ORG_XM_TJZX,天津中芯P3厂房,机电,自施,38863664.48
U_ORG_XM_TKSJYLSQ,上海泰康松江养老社区08地块,机电,自施,0
U_ORG_XM_TRDERMYYJD,铜仁第二人民医院机电,机电,自施,0
U_ORG_XM_TSXSW,唐山橡树湾,机电,自施,0
U_ORG_XM_TTTGHHY,天津天通泰观湖花园,机电,自施,0
U_ORG_XM_TXBHDXJD,深圳腾讯滨海大厦项目机电专业分包,机电,自施,0
U_ORG_XM_TZHXQ,北京通州核心区运河项目Ⅱ-05地块,机电,自施,10556167.81
U_ORG_XM_TZWKZX,北京天竺万科中心,机电,自施,0
U_ORG_XM_WASYQC,河北武安世用汽车科技园,机电,自施,0
U_ORG_XM_WFBSQCFJD,潍坊歌尔电子保税区9#厂房机电,机电,自施,18874.94
U_ORG_XM_WFYLJMSQ,潍坊怡力精密四期1#2#厂房机电,机电,自施,14042659.38
U_ORG_XM_WGCXQGZJD,北京魏公村小区棚户区改造机电,机电,自施,498285.2
U_ORG_XM_WHHKWS,武汉海康威视智慧产业园（一期）2标段,机电,自施,0
U_ORG_XM_WHHXGDTJDAB,武汉华星光电t4机电A包,机电,自施,122690.16
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,机电,自施,0
U_ORG_XM_WHSZSSZB,芜湖三只松鼠研发运营中心,机电,自施,0
U_ORG_XM_WHTKCY,武汉泰康之家·楚园,机电,自施,0
U_ORG_XM_WHWKCYTD,北京五和万科长阳天地,机电,自施,0
U_ORG_XM_WHXX,武汉新芯OS4F装修,机电,自施,0
U_ORG_XM_WHZHTF,武汉中国特种飞行器研发中心,机电,自施,0
U_ORG_XM_WJBGLEQ,望京办公楼二期,机电,自施,0
U_ORG_XM_WKCYWYCZZX,北京祥筑万科长阳文娱创作中心,机电,自施,0
U_ORG_XM_WKFCYT,北京万科翡翠云图,机电,自施,2286820.75
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,机电,自施,12368668.84
U_ORG_XM_WKSLQGY,北京五棵松篮球公园施工,机电,自施,0
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,机电,自施,0
U_ORG_XM_WLCBKS,乌兰察布快手智能云数据中心,机电,自施,1631247.15
U_ORG_XM_WLCBKSJK,乌兰察布快手智能云数据中心机电,机电,自施,9313692.44
U_ORG_XM_WLCBYJSJD,乌兰察布阿里云计算数据中心机电设备安装工程,机电,自施,1289220.85
U_ORG_XM_WRKTDX,深圳微软科通大厦,机电,自施,0
U_ORG_XM_WTDSXD,天津万通大厦（信达二期）,机电,自施,0
U_ORG_XM_WXBHJZQGZ,无锡滨湖区2021年宜居住区(旧住宅区)整治改造,机电,自施,4179157.38
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,机电,自施,2293171.05
U_ORG_XM_WXHK,无锡鸿坤理想湾,机电,自施,0
U_ORG_XM_WXJRG,无锡河埒金融商务港,机电,自施,37476.01
U_ORG_XM_WXOPN,无锡欧谱纳轻型燃气机制造,机电,自施,0
U_ORG_XM_WXSKHLSKJ,无锡SK海力士厂房扩建,机电,自施,0
U_ORG_XM_WXXZBDT,无锡芯卓半导体产业化建设,机电,自施,425397.95
U_ORG_XM_WXZGCRJYEQ,无锡中关村软件园太湖分园二期,机电,自施,0
U_ORG_XM_WXZGCZZ,无锡中关村软件园住宅,机电,自施,0
U_ORG_XM_XALXHJD,西安利星行酒店,机电,自施,783278.18
U_ORG_XM_XAXQRDPQ,河北建投雄安·金湖未来城项目一第二标段,机电,自施,0
U_ORG_XM_XAYLAZF,西安阎良三四七区安置房,机电,自施,3937150.53
U_ORG_XM_XAZSSGX,雄安高铁站片区外部输水管线,机电,自施,0
U_ORG_XM_XCQ9HZCB,北京西城区金融大街9号商业办公扩建（总承包）,机电,自施,0
U_ORG_XM_XDWLEQ,北京西大望路二期,机电,自施,0
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,机电,自施,0
U_ORG_XM_XJCAZF,北京新机场安置房,机电,自施,0
U_ORG_XM_XJCXXZX,北京新机场信息中心,机电,自施,0
U_ORG_XM_XJK1H,北京新街口1号工程,机电,自施,1843142
U_ORG_XM_XMSD,厦门时代锂离子电池生产基地项目（一期）二标段,机电,自施,0
U_ORG_XM_XMTBSCX,厦门天马显示科技有限公司第6代柔性AMOLED生产线,机电,自施,1564932.1
U_ORG_XM_XZMGZ,北京西直门南小街115号综合维修改造,机电,自施,126349.91
U_ORG_XM_XZWKFCZGJD,徐州万科翡翠之光机电,机电,自施,1086556.22
U_ORG_XM_XZWKTSLJD,徐州万科铜山路项目A地块商业机电,机电,自施,2016232.58
U_ORG_XM_YCSD,宜春时代锂离子电池生产基地项目（一期）一标段,机电,自施,0
U_ORG_XM_YCXJTJ,运城新建铜基新材料基地,机电,自施,0
U_ORG_XM_YDDSGZ,北京盈都大厦D座室内外装修改造,机电,自施,7312046.64
U_ORG_XM_YJSGZ,北京电信亦庄云计算改造,机电,自施,35119.35
U_ORG_XM_YLKJC,伊拉克纳西里耶机场EPC,机电,自施,0
U_ORG_XM_YTABND,烟台爱博诺德医用材料生产,机电,自施,4758818.3
U_ORG_XM_YTBDT,烟台智路联测半导体,机电,自施,1222750.6
U_ORG_XM_YTYJWXGW,无锡英特宜家购物中心机电,机电,自施,0
U_ORG_XM_YXHE2DK,北京怀柔区雁栖湖柏崖厂村E2地块,机电,自施,6676334.12
U_ORG_XM_YYZXGZSQ,北京国家游泳中心改造三期,机电,自施,2494010.25
U_ORG_XM_ZBALBBFDJD,张北阿里巴巴数据中心F栋机电,机电,自施,1180818.24
U_ORG_XM_ZBALBBSJZXJD,张北阿里巴巴数据中心机电,机电,自施,0
U_ORG_XM_ZBALBBSJZXJDXET,张北阿里巴巴数据中心机电小二台,机电,自施,0
U_ORG_XM_ZBSJZX,张北数据中心2A3总承包工程,机电,自施,0
U_ORG_XM_ZGZKT,北京Z15中国尊高区空调,机电,自施,426658.19
U_ORG_XM_ZHHFGC,珠海华发广场,机电,自施,4753947.17
U_ORG_XM_ZHZWKCZX,珠海正威科创中心,机电,自施,0
U_ORG_XM_ZJHFXCHY,湛江华发新城花园,机电,自施,571614.79
U_ORG_XM_ZJHZZW,浙江湖州正威集团华东总部制造基地,机电,自施,0
U_ORG_XM_ZJKQHJD,张家口秦淮数据总部地下冷站机电,机电,自施,58621.27
U_ORG_XM_ZJKQSMZ,张家口下花园浅山名筑住宅小区,机电,自施,0
U_ORG_XM_ZJKTXHL,张家口腾讯怀来瑞北云数据中心,机电,自施,0
U_ORG_XM_ZLDDDDK,天津中粮大道一期D地块,机电,自施,0
U_ORG_XM_ZLKJY,中粮科技园标准厂房,机电,自施,0
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,机电,自施,0
U_ORG_XM_ZLWKCYJD,北京中粮万科长阳商业综合楼,机电,自施,0
U_ORG_XM_ZQTXYJS,重庆腾讯云计算中心,机电,自施,0
U_ORG_XM_ZSYH,中山宇宏健康花城二期四段,机电,自施,0
U_ORG_XM_ZZCNSQ,郑州智能骨干网航空港区三期,机电,自施,4234536.65
U_ORG_XM_ZZHK,郑州海康威视科技园,机电,自施,0
U_ORG_XM_ZZJYJD,郑州市建业拾捌壹期机电,机电,自施,3024184.92
U_ORG_XM_ZZJYZX,郑州建业中心,机电,自施,0
U_ORG_XM_ZZQLY,涿州阿里云计算数据中心,机电,自施,1416477.86
U_ORG_XM_ZZWKGC,北京住总·万科广场,机电,自施,0
U_ORG_XM_AJXXZSDCBDXMP4BD,埃及新行政首都CBD项目P4标段,土建,指定,0
U_ORG_XM_ASJGS,鞍山市公安局监管场所新建,土建,指定,0
U_ORG_XM_BDFZJXL,北京大学新建附属中学北校区综合教学楼,土建,指定,0
U_ORG_XM_BDKYL,北京大学教学科研楼,土建,指定,8938597.09
U_ORG_XM_BDTSGGZ,北京大学图书馆改造,土建,指定,0
U_ORG_XM_BJAZKYL,北京A座科研楼,土建,指定,0
U_ORG_XM_BJCBDSYJR,北京市CBD核心区Z2b地块商业金融,土建,指定,0
U_ORG_XM_BJDXHXYEQDL,北京大学化学学院E区大楼,土建,指定,0
U_ORG_XM_BJFSHFZYGY,北京房山华发中央公园,土建,指定,1667402.15
U_ORG_XM_BJFSLHXYTJ,北京房山龙湖熙悦天街,土建,指定,0
U_ORG_XM_BJGAZXGZ,北京港澳中心改造,土建,指定,12140024.96
U_ORG_XM_BJGJKJCBZX,北京国家科技传播中心,土建,指定,0
U_ORG_XM_BJGLYSQ03_31,北京高丽营三期03-31地块,土建,指定,0
U_ORG_XM_BJGMGYGZ,北京国贸公寓改造,土建,指定,0
