项目编码,项目名称,专业,分包类型,产值
U_ORG_XM_HZALYZB,杭州阿里云计算公司总部,机电,指定,14453604.66
U_ORG_XM_HZCNYG,杭州菜鸟西湖云谷产业园,机电,指定,0
U_ORG_XM_JLMHKKMWLY,吉林梅河口康美医疗健康中心物流园,机电,指定,0
U_ORG_XM_JLMHKKMYLY,吉林梅河口康美医疗健康中心医疗园,机电,指定,0
U_ORG_XM_JLMHKKMYYY,吉林梅河口康美医疗健康中心医养园,机电,指定,0
U_ORG_XM_JRJYTZX,北京金融街（月坛）中心,机电,指定,0
U_ORG_XM_JXSDW,嘉兴斯达微电子有限公司芯片研发及产业化,机电,指定,0
U_ORG_XM_JXWHZX,嘉兴市文化艺术中心,机电,指定,0
U_ORG_XM_LGYZZSPF,北京来广营北路自住型商品房,机电,指定,0
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,机电,指定,0
U_ORG_XM_LNTSLSRGZ,辽宁天士力参茸厂区改造,机电,指定,0
U_ORG_XM_LXHGZ,北京利星行中心改造,机电,指定,0
U_ORG_XM_LXHZX,北京利星行中心(文化交流中心),机电,指定,0
U_ORG_XM_LXHZXEQ,北京利星行中心二期,机电,指定,0
U_ORG_XM_LXZBEQ,北京联想总部园区二期,机电,指定,-5660237.3
U_ORG_XM_LZSOHOJD,北京丽泽soho机电,机电,指定,0
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,机电,指定,4273352.79
U_ORG_XM_MYZXXZ,绵阳市中心血站迁建,机电,指定,0
U_ORG_XM_MYZZ,北京密云项目住宅,机电,指定,0
U_ORG_XM_NCSSMZXJD,南昌市市民中心建设工程机电,机电,指定,0
U_ORG_XM_NJYZJG29DK,南京燕子矶G29B地块,机电,指定,0
U_ORG_XM_NTALYJS,南通阿里云计算数据中心,机电,指定,0
U_ORG_XM_PJZW,盘锦忠旺铝业一期一标段A区,机电,指定,0
U_ORG_XM_QDHNJD,青岛华能信息产业基地机电,机电,指定,0
U_ORG_XM_QDYGYH,青岛阳光·壹号,机电,指定,0
U_ORG_XM_QHBT,北京清华大学北体育馆,机电,指定,15175176.62
U_ORG_XM_QHDXXQLJGZZ,北京清华大学学清路教工住宅（学清苑）,机电,指定,0
U_ORG_XM_QHSSM,北京清华大学苏世民书院,机电,指定,0
U_ORG_XM_RHQSZX,中国人民银行清算总中心北京中心低压配电,机电,指定,0
U_ORG_XM_SCGAJDGZ,四川广安富盈酒店机电改造,机电,指定,0
U_ORG_XM_SCGCCYY,四川国际创新设计产业园A地块,机电,指定,0
U_ORG_XM_SCTKXNYY,四川泰康西南医院,机电,指定,0
U_ORG_XM_SDBZZYY,山东滨州中医医院新院,机电,指定,0
U_ORG_XM_SDJCGZ,北京首都机场2号航站楼改造,机电,指定,0
U_ORG_XM_SHPDAZF1101,上海浦东新区安置房11-01地块,机电,指定,556856.36
U_ORG_XM_SHSLFYJSJD,三河市数立方融媒体云计算中心机电,机电,指定,5045871.56
U_ORG_XM_SHWDNZJD,上海万科南站商务城三期机电,机电,指定,4610918.49
U_ORG_XM_SHWKXMJD,上海万科莘闵综合机电,机电,指定,0
U_ORG_XM_SHXYDJD,上海商汤科技新一代人工智能计算和赋能平台机电,机电,指定,1063644.77
U_ORG_XM_SJZXJD,北京数据港1号数据中心机电,机电,指定,0
U_ORG_XM_SKWKZX,北京首开万科中心,机电,指定,0
U_ORG_XM_SMDLGZ,北京生命科学实验室改造,机电,指定,0
U_ORG_XM_SXDTZDYQ,山西大同正大一期,机电,指定,0
U_ORG_XM_SXQQJD,绍兴钱清B地块商业机电,机电,指定,128465.49
U_ORG_XM_SYHXD,三亚海棠湾河心岛,机电,指定,0
U_ORG_XM_SYJLDK,沈阳市沈河区金廊22-1地块,机电,指定,953362.84
U_ORG_XM_SYSKRY,沈阳首开如院,机电,指定,0
U_ORG_XM_SYSNYG,沈阳苏宁电子商务运营中心(一期),机电,指定,0
U_ORG_XM_SYXCD13JQ,北京顺义新城第13街区居住区,机电,指定,2205575.21
U_ORG_XM_SZGJYSBLJYZB,深圳至正大厦,机电,指定,0
U_ORG_XM_SZJCKFQ,深圳机场开发区西区,机电,指定,0
U_ORG_XM_SZLHTJWQJD,苏州龙湖天街五期机电总包,机电,指定,0
U_ORG_XM_SZLXCXY,深圳联想创新科技园综合机电,机电,指定,21778554.19
U_ORG_XM_SZNSZD,深圳南山中国电子科技园,机电,指定,0
U_ORG_XM_SZPDSDDSJD,深圳鹏鼎时代大厦机电,机电,指定,0
U_ORG_XM_SZQHJLSQ,深圳嘉里商务中心(三期),机电,指定,1818348.64
U_ORG_XM_SZRYJD,深圳柔宇国际柔性显示产业园机电,机电,指定,0
U_ORG_XM_SZXL,深圳西丽高尔夫球俱乐部员工宿舍,机电,指定,0
U_ORG_XM_TJATYFJD,北京太极傲天信息技术研发基地,机电,指定,8582934.78
U_ORG_XM_TJJHS,天津金海墅,机电,指定,0
U_ORG_XM_TJJRJBHRY,天津金融街滨海融御,机电,指定,0
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,机电,指定,0
U_ORG_XM_TJJTDS,天津金唐大厦,机电,指定,0
U_ORG_XM_TJLWL,天津中粮大道一期E地块(祥云名苑),机电,指定,0
U_ORG_XM_TJLXCYY,天津联想创新产业园,机电,指定,0
U_ORG_XM_TJNKXX,天津海河教育园区南开学校,机电,指定,0
U_ORG_XM_TJSYQ,天津天碱商业区14#地,机电,指定,0
U_ORG_XM_TJTHC,天津天河城购物中心,机电,指定,13775175.78
U_ORG_XM_TJWQDK,天津武清080地块,机电,指定,0
U_ORG_XM_TJYGJDY,天津阳光晶典苑,机电,指定,0
U_ORG_XM_TJZBZJGQ,天津中北镇居住区G区,机电,指定,0
U_ORG_XM_TJZLDDDDKJZ,天津中粮大道一期D地块精装,机电,指定,0
U_ORG_XM_TKSJYLSQ,上海泰康松江养老社区08地块,机电,指定,0
U_ORG_XM_TTTGHHY,天津天通泰观湖花园,机电,指定,0
U_ORG_XM_TZHXQ,北京通州核心区运河项目Ⅱ-05地块,机电,指定,1392290.56
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,机电,指定,0
U_ORG_XM_WJBGLEQ,望京办公楼二期,机电,指定,0
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,机电,指定,0
U_ORG_XM_WLCBYJSJD,乌兰察布阿里云计算数据中心机电设备安装工程,机电,指定,0
U_ORG_XM_WTDSXD,天津万通大厦（信达二期）,机电,指定,0
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,机电,指定,1945042.27
U_ORG_XM_WXHL2Z,无锡恒隆广场办公楼2座,机电,指定,0
U_ORG_XM_XALXHJD,西安利星行酒店,机电,指定,13270170.01
U_ORG_XM_XASXBDTRQUT,西安三星半导体二期UT栋,机电,指定,8976781.8
U_ORG_XM_XAXQRDPQ,河北建投雄安·金湖未来城项目一第二标段,机电,指定,7337036.81
U_ORG_XM_XAYLAZF,西安阎良三四七区安置房,机电,指定,0
U_ORG_XM_XCQ9HZCB,北京西城区金融大街9号商业办公扩建（总承包）,机电,指定,0
U_ORG_XM_XDWLEQ,北京西大望路二期,机电,指定,0
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,机电,指定,0
U_ORG_XM_XJCAZF,北京新机场安置房,机电,指定,0
U_ORG_XM_XJK1H,北京新街口1号工程,机电,指定,1498155.95
U_ORG_XM_XZMGZ,北京西直门南小街115号综合维修改造,机电,指定,0
U_ORG_XM_YCSD,宜春时代锂离子电池生产基地项目（一期）一标段,机电,指定,0
U_ORG_XM_YDDSGZ,北京盈都大厦D座室内外装修改造,机电,指定,0
U_ORG_XM_YJSGZ,北京电信亦庄云计算改造,机电,指定,0
U_ORG_XM_YTABND,烟台爱博诺德医用材料生产,机电,指定,1009174.32
U_ORG_XM_YXHE2DK,北京怀柔区雁栖湖柏崖厂村E2地块,机电,指定,0
U_ORG_XM_YYZXGZSQ,北京国家游泳中心改造三期,机电,指定,0
U_ORG_XM_Z13SYJR,北京CBD核心区Z13地块商业金融,机电,指定,0
U_ORG_XM_ZBSJZX,张北数据中心2A3总承包工程,机电,指定,0
U_ORG_XM_ZHZLSZ,珠海臻林山庄,机电,指定,0
U_ORG_XM_ZJKQHJD,张家口秦淮数据总部地下冷站机电,机电,指定,0
U_ORG_XM_ZLDDDDK,天津中粮大道一期D地块,机电,指定,0
U_ORG_XM_ZLKJY,中粮科技园标准厂房,机电,指定,0
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,机电,指定,582302.03
U_ORG_XM_ZZQLY,涿州阿里云计算数据中心,机电,指定,0
U_ORG_XM_AHWHYJSYY,安徽芜湖皖南医学院弋矶山医院,机电,自施,7774560.53
U_ORG_XM_AHZY,安徽枞阳县医养结合EPC,机电,自施,0
U_ORG_XM_AJXXZSDCBDXMP4BD,埃及新行政首都CBD项目P4标段,机电,自施,0
U_ORG_XM_ASJGS,鞍山市公安局监管场所新建,机电,自施,10949923.81
U_ORG_XM_BDFZJXL,北京大学新建附属中学北校区综合教学楼,机电,自施,30197.59
U_ORG_XM_BDKYL,北京大学教学科研楼,机电,自施,1431097.43
U_ORG_XM_BDTSGGZ,北京大学图书馆改造,机电,自施,0
U_ORG_XM_BJAZKYL,北京A座科研楼,机电,自施,0
U_ORG_XM_BJCBDSYJR,北京市CBD核心区Z2b地块商业金融,机电,自施,0
U_ORG_XM_BJDCBGLGKJ,北京东城办公楼改扩建,机电,自施,1852923.28
U_ORG_XM_BJDXHXYEQDL,北京大学化学学院E区大楼,机电,自施,3664313.1
U_ORG_XM_BJFSLHXYTJ,北京房山龙湖熙悦天街,机电,自施,16380488.96
U_ORG_XM_BJFZKYLJD,北京纺织科研楼实验楼机电,机电,自施,2501667.54
U_ORG_XM_BJGAZXGZ,北京港澳中心改造,机电,自施,9816809.23
U_ORG_XM_BJGBJJD,北京广北街33号院213号楼内装修工程机电,机电,自施,0
U_ORG_XM_BJGJKJCBZX,北京国家科技传播中心,机电,自施,9450980.13
U_ORG_XM_BJGLYSQ03_31,北京高丽营三期03-31地块,机电,自施,3563432.4
U_ORG_XM_BJGMGYGZ,北京国贸公寓改造,机电,自施,0
U_ORG_XM_BJHPC,北京和平村,机电,自施,18748454.06
U_ORG_XM_BJHQDJQJT,北京环球度假区（集团）,机电,自施,0
U_ORG_XM_BJHQGYDJQ,北京环球度假区,机电,自施,4685857.75
U_ORG_XM_BJHQNYZX,北京环球能源中心,机电,自施,-13549.55
U_ORG_XM_BJHQZTGY,北京环球主题公园,机电,自施,14081260.19
U_ORG_XM_BJHRZGCCZZ,北京怀柔张各长村住宅,机电,自施,5541986.47
U_ORG_XM_BJHSMZXGZ,北京火神庙商业中心改造,机电,自施,4009798.37
U_ORG_XM_BJJCBDT,北京精测半导体设备及准分子激光器,机电,自施,144850.38
U_ORG_XM_BJJCDLEQ,北京集成电路标准厂房(二期),机电,自施,0
U_ORG_XM_BJJGMBGLGJ,北京建国门办公楼改建工程,机电,自施,329330.67
U_ORG_XM_BJLZJRSWQJ,北京丽泽金融商务区E区13、14地块项目[局集团],机电,自施,5513169.59
U_ORG_XM_BJNHHS,北京新机场南航航空食品设施,机电,自施,-81989.17
U_ORG_XM_BJODBSMZX,北京欧德宝商贸中心,机电,自施,0
U_ORG_XM_BJPAE05DK,北京平安金融中心E05地块,机电,自施,0
U_ORG_XM_BJQMCQGZ,北京前门B2B3地块重启后改造工程,机电,自施,2139940.22
U_ORG_XM_BJSKWKJD,北京首开万科天地机电,机电,自施,0
U_ORG_XM_BJSMYJSKJ,北京生命科学研究所扩建,机电,自施,7382229
U_ORG_XM_BJSYHSYGYCQF,北京顺义后沙峪共有产权房,机电,自施,8696950.95
U_ORG_XM_BJSYMTZ,北京顺义马头庄,机电,自施,13664329.36
U_ORG_XM_BJTKSQ,北京泰康之家燕园三期,机电,自施,2323419.85
U_ORG_XM_BJTZWG,北京通州网络安全技术研发厂房,机电,自施,5969285.23
U_ORG_XM_BJWJBGLSQ,北京望京办公楼三期,机电,自施,280217.36
U_ORG_XM_BJWKFCGYJD,北京万科翡翠公园机电,机电,自施,0
U_ORG_XM_BJWKQXS,北京万科七橡墅,机电,自施,283892.77
U_ORG_XM_BJWKWX,北京万科望溪,机电,自施,1306941.89
U_ORG_XM_BJWKZYC,北京祥筑万科长阳中央城,机电,自施,0
U_ORG_XM_BJWLCXXZB,北京未来城学校总承包,机电,自施,4499308.64
U_ORG_XM_BJXHBX,北京新华保险大厦改造,机电,自施,0
U_ORG_XM_BJXHFTFKT,北京西华府商办楼通风空调工程,机电,自施,0
U_ORG_XM_BJXJCGL,北京新机场道路及综合管廊,机电,自施,5109.7
U_ORG_XM_BJXSJDAZF,北京香山军队安置房,机电,自施,403423.61
U_ORG_XM_BJXXCXYEQ,中国电信北京信息科技创新园科研数据中心,机电,自施,0
U_ORG_XM_BJXYDHLWJD,北京新一代互联网云计算产创基地机电,机电,自施,1975987.12
U_ORG_XM_BJYABGZX,北京永安宾馆装修,机电,自施,0
U_ORG_XM_BJYCCF,北京盈创2#厂房等5项,机电,自施,0
U_ORG_XM_BJYYYH,北京远洋瀛海,机电,自施,510758.58
U_ORG_XM_BJZ12TKJD,北京Z12泰康大厦机电工程,机电,自施,3981504.03
U_ORG_XM_BJZCCF,北京中钞厂房,机电,自施,6423180.75
U_ORG_XM_BJZGYD,北京中国移动博瑞琪大厦装修改造,机电,自施,1279660.77
U_ORG_XM_BJZSJD,北京招商嘉铭酒店,机电,自施,0
U_ORG_XM_BJZSJM,北京嘉铭珑原07-01办公商业,机电,自施,0
U_ORG_XM_BJZXZS,北京中芯北方BO2剩余楼层装修,机电,自施,2450037.8
U_ORG_XM_BQDLZCJD,北汽动力总成基地项目（一期）二标段,机电,自施,0
U_ORG_XM_BQSTLGZF,北京顺义新城第4街区保障性住房,机电,自施,4598405.19
U_ORG_XM_BTWKYXCJD,包头万科印象城机电,机电,自施,0
U_ORG_XM_BZDERMYY,山东滨州第二人民医院西院区,机电,自施,1857716.48
U_ORG_XM_BZGZSYXX,巴中光正实验学校,机电,自施,0
U_ORG_XM_BZSYLXQ,霸州市云庐小区住宅,机电,自施,1474766.77
U_ORG_XM_CDCHQSPZZ,成都成华区跳蹬河南路9号新建商品住宅项目一期,机电,自施,301631.61
U_ORG_XM_CDCHQSPZZSQ,成都成华区跳蹬河南路9号新建商品住宅项目三期,机电,自施,0
U_ORG_XM_CDDJBX,成都大家保险金融广场机电,机电,自施,2699252.27
U_ORG_XM_CDDTAZF,成都青白江区大同集中安置房(二期),机电,自施,0
U_ORG_XM_CDDYHQJBZ,成都大运会安居保障EPC,机电,自施,0
U_ORG_XM_CDGJTLGZLZX,成都国际铁路港展览中心,机电,自施,0
U_ORG_XM_CDGYYHKT,成都贵阳银行成都分行空调改造,机电,自施,0
U_ORG_XM_CDHJSSJ,成都黄甲尚善居C区,机电,自施,0
U_ORG_XM_CDJDFCK,成都京东方第6代柔性AMOLED触控一体化显示器件,机电,自施,0
U_ORG_XM_CDJDFCKFZ,成都京东方第6代柔性AMOLED触控一体化显示器件（发展）,机电,自施,0
U_ORG_XM_CDJDFGYZX,成都京东方AMOLED工艺技术测试中心,机电,自施,0
U_ORG_XM_CDJDFJD,成都京东方第6代生产线机电A标段,机电,自施,0
U_ORG_XM_CDJDFXSJD,成都京东方车载显示基地,机电,自施,0
U_ORG_XM_CDJNRCGY,成都金牛人才公寓,机电,自施,0.01
U_ORG_XM_CDJSLGZ,成都成华区建设路提升改造,机电,自施,0
U_ORG_XM_CDJTWFPPP,成都金堂县五凤镇新型城镇化PPP项目,机电,自施,2169670.73
U_ORG_XM_CDJTWFPPPJT,成都金堂县五凤镇新型城镇化PPP（集团）,机电,自施,0
U_ORG_XM_CDJXHP,成都锦绣湖畔,机电,自施,0
U_ORG_XM_CDJXJC,成都锦绣江城EPC,机电,自施,8064009.06
U_ORG_XM_CDPJSQZHT,成都蒲江鹤山街道办社区综合体,机电,自施,1557767.93
U_ORG_XM_CDQBJPPPFJ,成都青白江区PPP·房建,机电,自施,4400680.11
U_ORG_XM_CDQBJPPPSZFZ,成都青白江区PPP·市政（发展）,机电,自施,0
U_ORG_XM_CDSJZAZF,成都青白江区大同集中安置房,机电,自施,0
U_ORG_XM_CDSLZHKF,成都双流TOD综合开发,机电,自施,0
U_ORG_XM_CDTDJD,成都泰达时代中心机电,机电,自施,0
U_ORG_XM_CDTHTFLZX,成都泰和泰国际法律服务中心,机电,自施,0
U_ORG_XM_CDWJQBLT,成都温江区BLT,机电,自施,0
U_ORG_XM_CDWJRX,成都温江区蓉西新城新居B区,机电,自施,0
U_ORG_XM_CDXDAZF,成都新都区成青苑及桂荷馨苑小区,机电,自施,894249.64
U_ORG_XM_CDXJYBF,成都新津御宾府,机电,自施,2771624.75
U_ORG_XM_CDXXLJEQ,成都香榭林居二期,机电,自施,619025.96
U_ORG_XM_CDYSDC,成都528艺术东村产业展示,机电,自施,0
U_ORG_XM_CDYSW,成都奕斯伟板级封装系统集成电路,机电,自施,0
U_ORG_XM_CDZG,成都紫光存储器制造基地,机电,自施,0
U_ORG_XM_CDZGSF,成都中国商飞民机示范产业园二期,机电,自施,4640620.02
U_ORG_XM_CDZHYHSY,成都中海·御湖世家,机电,自施,0
U_ORG_XM_CDZLLYJY,成都中粮·珑悦锦云,机电,自施,3290669.67
U_ORG_XM_CDZYFSYY,成都中医大附属第二医院,机电,自施,953941.99
U_ORG_XM_CDZYFSYYFZ,成都中医大附属第二医院(发展),机电,自施,0
U_ORG_XM_CHOFG,巢湖欧菲光光学光电产业基地建设,机电,自施,443190.85
U_ORG_XM_CPXQGZ,北京大学昌平新校区宿舍楼装修改造,机电,自施,0
U_ORG_XM_CQHFBJSJ,重庆华发·滨江四季,机电,自施,0
U_ORG_XM_CQHXZZ,重庆华熙LIVE·鱼洞住宅,机电,自施,0
U_ORG_XM_CQJDF6AMOLED,重庆京东方第6代AMOLED柔性生产线,机电,自施,12004490.4
U_ORG_XM_CQLJKGWLY,重庆两江空港物流园,机电,自施,1961624.9
U_ORG_XM_CQRCBQY,重庆荣昌板桥园智能装备制造产业配套项目(一期),机电,自施,0
U_ORG_XM_CQRSCXJD,重庆锐石创芯MEMS器件生产基地新建,机电,自施,0
U_ORG_XM_CQTXEQ,重庆腾讯云计算中心二期,机电,自施,0
U_ORG_XM_CQTXEQXF,重庆腾讯云计算中心二期消防工程,机电,自施,0
U_ORG_XM_CQTXXF,重庆腾讯云计算中心一期消防工程,机电,自施,-85899.73
U_ORG_XM_CQYDTYG,重庆华熙LIVE·鱼洞体育馆,机电,自施,53722.47
U_ORG_XM_CQYSCN,重庆亚士创能长寿综合制造基地,机电,自施,451665.69
U_ORG_XM_CQYYSZXZ,重庆云阳数智森林小镇产业园区(一期)EPC,机电,自施,2594917.71
U_ORG_XM_CZHK,滁州惠科第8.6代薄膜晶体管液晶显示器件,机电,自施,0
U_ORG_XM_CZQLDXF,常州青龙西路定销房,机电,自施,0
U_ORG_XM_CZXBQZZ,常州市新北区住宅EPC,机电,自施,4672512.72
U_ORG_XM_CZXBQZZFZ,常州市新北区住宅EPC(发展),机电,自施,0
U_ORG_XM_D11DTFT_SZHXGD11D,深圳华星光电第11代TFT-LCD及AMOLED新型显示器件,机电,自施,0
U_ORG_XM_DGHWSYS,东莞华为研发实验室一期,机电,自施,0
U_ORG_XM_DGOPPOJD,东莞OPPO滨海湾数据中心机电,机电,自施,4017239.65
U_ORG_XM_DGXTC,东莞小天才生产中心,机电,自施,0
U_ORG_XM_DJYJL,都江堰锦庐-4期房地产开发,机电,自施,0
U_ORG_XM_DLGWJ,大连港湾街二号地块,机电,自施,0
U_ORG_XM_DQBYNKDX,大庆市八一农垦大学基础教学实验楼,机电,自施,0
U_ORG_XM_DQYGLQLHJJGC,大庆豫港龙泉铝合金加工材,机电,自施,0
U_ORG_XM_DTZLDSJ,大同中联绿色大数据产业基地,机电,自施,3627991.36
U_ORG_XM_DXJCZSQAZF,北京大兴国际机场噪声区安置房,机电,自施,10551969.08
U_ORG_XM_DXKAZFJZHZZ,北京东小口安置住房及综合整治,机电,自施,14734351.7
U_ORG_XM_DYDWDYMYY,德阳市人民医院城北第五代医院,机电,自施,0
U_ORG_XM_ELSTLHFCJ,俄罗斯图拉州哈弗发动机车间,机电,自施,0
U_ORG_XM_FDSDJD,福鼎时代锂离子电池生产基地机电,机电,自施,0
U_ORG_XM_FJJHCCQSCX,福建省晋华集成电路有限公司存储器生产线,机电,自施,0
U_ORG_XM_FSJHGCEQ,佛山捷和广场二期,机电,自施,2512963.69
