项目编码,项目名称,专业,分包类型,产值
U_ORG_XM_DTZLDSJ,大同中联绿色大数据产业基地,机电,自施,7275290.43
U_ORG_XM_DWLZCZF,西大望路政策性住房,机电,自施,0
U_ORG_XM_DXJCZSQAZF,北京大兴国际机场噪声区安置房,机电,自施,26861928.88
U_ORG_XM_DXKAZFJZHZZ,北京东小口安置住房及综合整治,机电,自施,1834379.41
U_ORG_XM_DXZBDQ,北京大兴17#地项目（东区）,机电,自施,0
U_ORG_XM_DXZBXQ,大兴17#地项目总承包工程（西区）,机电,自施,746858.13
U_ORG_XM_DYDWDYMYY,德阳市人民医院城北第五代医院,机电,自施,0
U_ORG_XM_EEDSYSGD,鄂尔多斯源盛光电第5.5代AM-OLED,机电,自施,175964.15
U_ORG_XM_FJ6AMOLED,福州第6代AMOLED柔性生产线,机电,自施,0
U_ORG_XM_FJJHCCQSCX,福建省晋华集成电路有限公司存储器生产线,机电,自施,4543209.84
U_ORG_XM_FSJHGCEQ,佛山捷和广场二期,机电,自施,5275124.56
U_ORG_XM_FSJRJRCHY,佛山金融街融辰花园,机电,自施,3945071.06
U_ORG_XM_FSJRJSD,佛山金融街顺德陈村,机电,自施,0
U_ORG_XM_FSJRJSS,佛山金融街三水,机电,自施,0
U_ORG_XM_FSJXLJHY,佛山建鑫乐家花园,机电,自施,0
U_ORG_XM_FSLC,佛山绿城,机电,自施,890687.95
U_ORG_XM_FSLQG,佛山国际体育文化演艺中心,机电,自施,2935406.72
U_ORG_XM_FSLSHLYZL,佛山市南海区里水河流域治理,机电,自施,0
U_ORG_XM_FSSDGZSYXX,佛山顺德光正实验学校,机电,自施,15576116.17
U_ORG_XM_FSSDYXQ,佛山市东亚项目西区EPC,机电,自施,3872325.35
U_ORG_XM_FSYCZD,佛山怡翠尊堤嘉园D2区,机电,自施,337362.21
U_ORG_XM_FSYGBJSQGZ,佛山市原干部家属区部分政府旧物业修缮改造,机电,自施,0
U_ORG_XM_FXMNWGQ,复兴门内危改区4·2号地项目空调系统工程,机电,自施,0
U_ORG_XM_FZJDF,福州第8.5代新型半导体显示器件生产线,机电,自施,0
U_ORG_XM_FZJDFJD,福州第8.5代新型半导体显示器件生产线机电,机电,自施,-11527593.98
U_ORG_XM_GCBS38DK,北京观承别墅03-38地块二标段,机电,自施,4336945.2
U_ORG_XM_GDGSZYXY,广东工商职业学院体育馆·图书馆,机电,自施,12982388.12
U_ORG_XM_GDHYAL,广东阿里巴巴云计算数据中心河源源城区项目,机电,自施,4860935.89
U_ORG_XM_GDHYALEQ,广东阿里巴巴云计算数据中心河源源城区二期项目,机电,自施,90002093.5
U_ORG_XM_GDHYSQJD,广东阿里巴巴云计算数据中心河源源城区三期机电,机电,自施,111755.69
U_ORG_XM_GDXNY,国电新能源技术研究院工程,机电,自施,0
U_ORG_XM_GJCYZX,国际财源中心西塔,机电,自施,0
U_ORG_XM_GJNYQXZX,国际农业科技创新中心,机电,自施,0
U_ORG_XM_GJYYZXGZ,国家游泳中心改造,机电,自施,0
U_ORG_XM_GJYYZXGZEQ,北京国家游泳中心改造二期,机电,自施,0
U_ORG_XM_GLWDLYC,桂林万达文化旅游城（华侨农场地块）,机电,自施,0
U_ORG_XM_GMDLGZ,北京国贸东楼改造及交通一体化,机电,自施,2301027.71
U_ORG_XM_GMSQ,国贸三期,机电,自施,0
U_ORG_XM_GMSQB,北京中国国际贸易中心三期B阶段工程,机电,自施,314722.55
U_ORG_XM_GRGCJD,北京国锐广场机电,机电,自施,24080020.24
U_ORG_XM_GRGD,国瑞光电产业基地,机电,自施,0
U_ORG_XM_GSQYZDYQ,甘肃庆阳正大一期,机电,自施,2943569.05
U_ORG_XM_GXNNDXCFJF,广西南宁电信东盟信息园动力中心柴发机房,机电,自施,1983.99
U_ORG_XM_GYHYZCF,中建（天津）工业化建筑公司预制厂房,机电,自施,2478764.3
U_ORG_XM_GYSGZFYYYJD,贵阳市贵州妇女儿童国际医院机电,机电,自施,18508786.42
U_ORG_XM_GYWK,贵阳万科劲嘉大都会商业综合体,机电,自施,0
U_ORG_XM_GZALBB,广州阿里巴巴华南运营中心,机电,自施,51472482.31
U_ORG_XM_GZBLSYL,广州保利三元里,机电,自施,8001799.94
U_ORG_XM_GZBYHYC,广州黄石路白云汇广场影城,机电,自施,0
U_ORG_XM_GZCSJ,广州超视堺第10.5代TFT-LCD显示器件生产线,机电,自施,48350.26
U_ORG_XM_GZCSJFZ,广州超视堺第10.5代TFT-LCD显示器件生产线（发展）,机电,自施,19633131.39
U_ORG_XM_GZKNBLC,广州第10.5代TFT-LCD显示器生产线玻璃工厂建设,机电,自施,0
U_ORG_XM_GZLGDDGC,广州LG-Display-D工程,机电,自施,0
U_ORG_XM_GZLGGP3,广州LG Display GP3,机电,自施,0
U_ORG_XM_GZPY,广州金融街番禺市桥,机电,自施,0
U_ORG_XM_GZWXN,广州维信诺第6代柔性AMOLED模组生产线,机电,自施,3106157.72
U_ORG_XM_GZWXNJD,广州维信诺第6代柔性AMOLED模组生产线机电,机电,自施,31254844.86
U_ORG_XM_GZYLSQ,广州养老社区项目示范区工程,机电,自施,0
U_ORG_XM_GZYXBDT,广州粤芯半导体,机电,自施,5754739.44
U_ORG_XM_HBGAYG,河北固安第6代有源矩阵AMOLED面板生产线,机电,自施,1164788.92
U_ORG_XM_HBGAZSJD,河北固安第6代有源矩阵AMOLED面板生产线装饰机电,机电,自施,2343530.1
U_ORG_XM_HBXAWKSYS,河北雄安新区万科实验室,机电,自施,0
U_ORG_XM_HBXYZDYQ,湖北襄阳正大一期,机电,自施,-281362.79
U_ORG_XM_HEBHRHLS,哈尔滨华润·欢乐颂,机电,自施,0
U_ORG_XM_HEBHRXFL,哈尔滨华润·幸福里,机电,自施,0
U_ORG_XM_HEBSZCYY,哈尔滨深圳产业园科创总部,机电,自施,59090214.23
U_ORG_XM_HEBZGBY,哈尔滨中国北药智慧产业新城A1地块,机电,自施,1413584.15
U_ORG_XM_HFCX,合肥长鑫12吋存储器晶圆制造基地项目一期改扩建,机电,自施,15334608.31
U_ORG_XM_HFDC,合肥鼎材新型显示配套高端电子材料生产基地,机电,自施,0
U_ORG_XM_HFFTSWG,合肥富通商务港一期BC段,机电,自施,0
U_ORG_XM_HFJDFCK,合肥京东方光电科技有限公司成品仓库,机电,自施,0
U_ORG_XM_HFJDFLDX,合肥京东方TFT-LCD六代线工程,机电,自施,0
U_ORG_XM_HFJDFLDXJD,合肥京东方TFT-LCD六代线工程(机电),机电,自施,0
U_ORG_XM_HFJDFSDWD,合肥京东方第10.5代薄膜晶体管液晶显示器件（TFT-LCD）,机电,自施,9762254.9
U_ORG_XM_HFLXYFJD,合肥联想研发基地,机电,自施,1159600.69
U_ORG_XM_HFSMGZ,北京华富商贸大楼改造装修,机电,自施,0
U_ORG_XM_HFSY,合肥视涯OLED微型显示器件厂,机电,自施,0
U_ORG_XM_HFV3,合肥维信诺第六代AMOLED生产线,机电,自施,14136069.61
U_ORG_XM_HFV3FZ,合肥维信诺第六代AMOLED生产线（发展）,机电,自施,0
U_ORG_XM_HFXSCMPJJT,合肥鑫晟光电科技有限公司触摸屏生产线（局集团）,机电,自施,0
U_ORG_XM_HFYJCLCJ,合肥邮件处理车间,机电,自施,0
U_ORG_XM_HFYJCLCJFZ,合肥邮件处理车间（发展）,机电,自施,1958782.58
U_ORG_XM_HFZJCF,合肥整机智能制造生产线,机电,自施,10531544.97
U_ORG_XM_HHHTKDJD,呼和浩特凯德广场·诺和木勒改造项目机电,机电,自施,39237365.64
U_ORG_XM_HJDYH,北京花家地一号,机电,自施,0
U_ORG_XM_HJJYSSZYYZX,上海黄金交易所深圳运营中心,机电,自施,7894138.72
U_ORG_XM_HKKGBSQ,海口空港综合保税区监管设施,机电,自施,0
U_ORG_XM_HKT,海口塔,机电,自施,0
U_ORG_XM_HKTSZ,海口塔南塔试桩工程,机电,自施,0
U_ORG_XM_HKYSDEQ,北京鸿坤云时代二期,机电,自施,7572798.44
U_ORG_XM_HMHT,后帽胡同23号翻、扩建工程,机电,自施,0
U_ORG_XM_HNAYZZC,河南安阳内黄正大一期,机电,自施,0
U_ORG_XM_HNDSKTXT,华能大厦空调系统安装工程,机电,自施,0
U_ORG_XM_HNJTCXJD,华能人才创新创业基地,机电,自施,108657.35
U_ORG_XM_HNTZDS,北京湖南投资大厦,机电,自施,0
U_ORG_XM_HNWYBWH,河南舞阳北外环,机电,自施,0
U_ORG_XM_HNXYSWBG,河南新乡中蓝商务地块自持办公,机电,自施,1295819.09
U_ORG_XM_HNYGDSJ,淮南云谷大数据产业园(B地块),机电,自施,0
U_ORG_XM_HSQY,呼和浩特群众艺术馆,机电,自施,0
U_ORG_XM_HTDXJSSS,北京航天工程大学军事设施建设,机电,自施,22139950.19
U_ORG_XM_HXGDAZB,华星光电第8.5代TFT-LCD A标段施工总承包,机电,自施,0
U_ORG_XM_HXGDAZBJD,华星光电第8.5代TFT-LCD（综合）,机电,自施,0
U_ORG_XM_HZALYZB,杭州阿里云计算公司总部,机电,自施,143210585.5
U_ORG_XM_HZCNYG,杭州菜鸟西湖云谷产业园,机电,自施,0
U_ORG_XM_HZDTSHX,杭州地铁3号线一期工程星桥车辆段,机电,自施,2464221.13
U_ORG_XM_HZGYDYQ,哈尔滨中国移动数据机房一期,机电,自施,0
U_ORG_XM_HZHKGD,杭州海康高端安防产品及红外传感芯片研发、产业化,机电,自施,104168.76
U_ORG_XM_HZHPDX,杭州湖畔大学,机电,自施,0
U_ORG_XM_HZLXYTC,杭州理想银泰城,机电,自施,0
U_ORG_XM_HZRHALY,杭州仁和阿里云计算数据中心,机电,自施,161407769.6
U_ORG_XM_HZXLW,广东惠州金融街巽寮湾海世界,机电,自施,8966672.68
U_ORG_XM_HZZX,杭州中芯晶圆半导体股份有限公司半导体大硅片（200mm、300mm）,机电,自施,13728149.19
U_ORG_XM_JCGJD,晋城光机电产业园一期项目EPC总承包,机电,自施,0
U_ORG_XM_JJGC,823工程,机电,自施,0
U_ORG_XM_JJHCZGCGZ,九江火车站广场及滨江路改造,机电,自施,887368.62
U_ORG_XM_JJXJKSLYQ,九江新建快速路一期,机电,自施,0
U_ORG_XM_JL43015GC,吉林省43015-3EPC,机电,自施,2379890.11
U_ORG_XM_JLMHKKMWLY,吉林梅河口康美医疗健康中心物流园,机电,自施,12705.8
U_ORG_XM_JLMHKKMYLY,吉林梅河口康美医疗健康中心医疗园,机电,自施,0
U_ORG_XM_JLMHKKMYYY,吉林梅河口康美医疗健康中心医养园,机电,自施,0
U_ORG_XM_JMHFSJ,江门华发四季,机电,自施,9272265
U_ORG_XM_JRJAG,金融街A5改扩建,机电,自施,0
U_ORG_XM_JRJHZQ,广州金融街海珠区石岗路,机电,自施,10017148.52
U_ORG_XM_JRJYTZX,北京金融街（月坛）中心,机电,自施,0
U_ORG_XM_JSXHLZX,嘉兴市嘉善县健康护理中心,机电,自施,0
U_ORG_XM_JSZJLXCF,江苏镇江力信锂电池研发及产业化工程,机电,自施,687068.5
U_ORG_XM_JXSWZX,北京京西商务中心（西区）商业金融用地,机电,自施,0
U_ORG_XM_JXWHZX,嘉兴市文化艺术中心,机电,自施,69458233.97
U_ORG_XM_JXWLCC,嘉兴综合保税区物流仓储,机电,自施,0
U_ORG_XM_JXYL,北京绿城西山燕庐,机电,自施,1549111.81
U_ORG_XM_JYWKC,金隅万科城A1地块综合体,机电,自施,0
U_ORG_XM_KSLFGD,昆山龙飞光电有限公司厂房一期土建工程,机电,自施,0
U_ORG_XM_KSYDGJ,昆山友达L6K厂房改建,机电,自施,0
U_ORG_XM_LFYQWK,廊坊永清紫晶翡丽,机电,自施,0
U_ORG_XM_LGYZZSPF,北京来广营北路自住型商品房,机电,自施,0
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,机电,自施,85555.26
U_ORG_XM_LNTSLSRGZ,辽宁天士力参茸厂区改造,机电,自施,0
U_ORG_XM_LTEQGZ,北京联通亦庄二期弱电改造工程,机电,自施,0
U_ORG_XM_LXHGZ,北京利星行中心改造,机电,自施,2115583.57
U_ORG_XM_LXHZX,北京利星行中心(文化交流中心),机电,自施,2440562.84
U_ORG_XM_LXHZXEQ,北京利星行中心二期,机电,自施,18008181.58
U_ORG_XM_LXZBEQ,北京联想总部园区二期,机电,自施,0
U_ORG_XM_LXZBYQ,北京联想总部园区一期,机电,自施,0
U_ORG_XM_LYSTYLJLH,洛阳隋唐园立交亮化,机电,自施,1725549.87
U_ORG_XM_LYSTYLJLHJT,洛阳隋唐园立交亮化(集团),机电,自施,34205229.34
U_ORG_XM_LYZDYQ,洛阳正大一期,机电,自施,732385.83
U_ORG_XM_LZSOHOJD,北京丽泽soho机电,机电,自施,20965336.24
U_ORG_XM_MSKHMY,莫斯科中国贸易中心,机电,自施,27319671.5
U_ORG_XM_MTGBL,北京门头沟保利首开自住房,机电,自施,0
U_ORG_XM_MTGBLXX,北京门头沟保利小学,机电,自施,0
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,机电,自施,9380585.48
U_ORG_XM_MYWSCLC,绵阳永兴污水处理厂扩建,机电,自施,2214363.31
U_ORG_XM_MYZZ,北京密云项目住宅,机电,自施,0
U_ORG_XM_NCGXWDZ,南昌高新微电子科技园,机电,自施,360202.06
U_ORG_XM_NCJKQJD,南昌经开区LED电子信息孵化示范基地机电,机电,自施,30481772.78
U_ORG_XM_NCSSMZXJD,南昌市市民中心建设工程机电,机电,自施,45535442.48
U_ORG_XM_NGZCXQ,北京石景山区南宫住宅小区,机电,自施,0
U_ORG_XM_NJHSXFDJC,南京华夏幸福大校场项目G地块,机电,自施,0
U_ORG_XM_NJHXC,南京海峡城E地块住宅,机电,自施,0
U_ORG_XM_NJKGZNGGW,南京空港智能骨干网,机电,自施,59403011.01
U_ORG_XM_NJTJD,南京台积电12吋晶圆厂与设计服务中心一期,机电,自施,345849.33
U_ORG_XM_NJTS,南京腾讯华东云计算基地,机电,自施,14029036.73
U_ORG_XM_NJYZJG29DK,南京燕子矶G29B地块,机电,自施,13153476.37
U_ORG_XM_NJZGJCDLJD,南京紫光集成电路基地,机电,自施,0
U_ORG_XM_NTALYJS,南通阿里云计算数据中心,机电,自施,6110371.68
U_ORG_XM_PAGJJRZX,深圳平安国际金融中心（局集团）,机电,自施,0
U_ORG_XM_PAJRZXNT,深圳平安金融中心南塔,机电,自施,3203617.06
U_ORG_XM_PJZW,盘锦忠旺铝业一期一标段A区,机电,自施,-796550.43
U_ORG_XM_QBJWTZX,成都青白江区文化体育中心,机电,自施,0
U_ORG_XM_QBJZHDD,成都青白江区智慧大道,机电,自施,23572.27
U_ORG_XM_QDHFSJ,青岛华发四季,机电,自施,10525119.16
U_ORG_XM_QDHNJD,青岛华能信息产业基地机电,机电,自施,31742578.67
U_ORG_XM_QDWKFCZJ,青岛万科翡翠长江,机电,自施,11068550.29
U_ORG_XM_QHBT,北京清华大学北体育馆,机电,自施,3007480.98
U_ORG_XM_QHDXBNHT,清华大学百年会堂,机电,自施,0
U_ORG_XM_QHDXGLLJD,秦皇岛香格里拉大酒店机电,机电,自施,14343867.87
U_ORG_XM_QHDXXQLJGZZ,北京清华大学学清路教工住宅（学清苑）,机电,自施,0
U_ORG_XM_QHGJDQ,清河镇住宅及配套二期公建东区,机电,自施,0
U_ORG_XM_QHGJXQ,体育设施及商业楼项目（清河）,机电,自施,0
U_ORG_XM_QHSSM,北京清华大学苏世民书院,机电,自施,0
U_ORG_XM_QZSABDT,泉州三安半导体研发与产业化,机电,自施,8530150.28
U_ORG_XM_RHALYEQ,杭州仁和阿里云计算数据中心二期,机电,自施,0
U_ORG_XM_RHQSZX,中国人民银行清算总中心北京中心低压配电,机电,自施,0
U_ORG_XM_RHYY,北京市仁和医院二期,机电,自施,0
U_ORG_XM_RJZX,北京如家北纬路店装修,机电,自施,0
U_ORG_XM_RMJCYSFY,北京市人民检察院三分院工程,机电,自施,0
U_ORG_XM_RZZX,容灾中心等两项工程,机电,自施,0
U_ORG_XM_SCGAFY,四川广安富盈洋房及商业,机电,自施,0
U_ORG_XM_SCGAJDGZ,四川广安富盈酒店机电改造,机电,自施,0
U_ORG_XM_SCGCCYY,四川国际创新设计产业园A地块,机电,自施,665218.49
U_ORG_XM_SDBZZYY,山东滨州中医医院新院,机电,自施,62337194.38
U_ORG_XM_SDJCGZ,北京首都机场2号航站楼改造,机电,自施,0
U_ORG_XM_SDRCGEJD,山东荣成歌尔电子4#厂房、2#动力中心机电,机电,自施,1572162.74
U_ORG_XM_SDYDSJZX,山东移动青岛数据中心一期空调,机电,自施,42484.81
U_ORG_XM_SDYKDKYL,北京首都医科大学临床科研楼改造,机电,自施,0
U_ORG_XM_SHGBSH,上海古北SOHO机电工程,机电,自施,26462087.02
U_ORG_XM_SHGH,上海国浩长风城二期东地块综合体,机电,自施,0
U_ORG_XM_SHPDAZF1101,上海浦东新区安置房11-01地块,机电,自施,6925860.25
U_ORG_XM_SHTKSYGZ,上海泰康申园一期改造,机电,自施,387760.97
U_ORG_XM_SHTXGKJCF,上海腾讯改扩建厂房,机电,自施,94351.29
U_ORG_XM_SHWDNZJD,上海万科南站商务城三期机电,机电,自施,0
U_ORG_XM_SHWKXMJD,上海万科莘闵综合机电,机电,自施,1819483.31
U_ORG_XM_SJZXJD,北京数据港1号数据中心机电,机电,自施,2521235.72
U_ORG_XM_SKWKZX,北京首开万科中心,机电,自施,20365149.66
U_ORG_XM_SMDLGZ,北京生命科学实验室改造,机电,自施,841967.73
U_ORG_XM_SMKYDL,北京生命科学科研大楼,机电,自施,6474618.84
U_ORG_XM_SRHXLIVEXJYQ,上饶华熙Live·信江一期,机电,自施,89215.95
U_ORG_XM_SWJSZX,中国生物技术学术中心,机电,自施,0
U_ORG_XM_SXDTZDYQ,山西大同正大一期,机电,自施,204018.97
U_ORG_XM_SXWNZDYQ,陕西渭南澄城正大一期,机电,自施,899231.48
U_ORG_XM_SYHPXCLQ,沈阳河畔新城六期,机电,自施,0
U_ORG_XM_SYHREQ,沈阳华润二期塔楼总承包工程,机电,自施,0
U_ORG_XM_SYHRYQ,沈阳华润中心项目一期,机电,自施,0
U_ORG_XM_SYHTWWLJD,三亚海棠湾国际购物中心物流基地,机电,自施,0
U_ORG_XM_SYHXD,三亚海棠湾河心岛,机电,自施,13333.08
U_ORG_XM_SYJLSY,沈阳嘉里A2地块商业,机电,自施,11433254.27
U_ORG_XM_SYJLZX,沈阳嘉里中心T1及T4楼,机电,自施,0
U_ORG_XM_SYJLZXBDK,沈阳嘉里中心B地块3a1、3a2期,机电,自施,0
U_ORG_XM_SYJLZXJDJJT,沈阳嘉里中心居住商业（C地块）机电工程（局集团）,机电,自施,0
U_ORG_XM_SYJLZXT,沈阳嘉里中心A2地块T2办公楼总承包工程,机电,自施,5085325.22
U_ORG_XM_SYJYJD,三亚海棠湾君悦酒店,机电,自施,0
U_ORG_XM_SYLCQYCSQ,沈阳绿城全运村四期,机电,自施,3152448.82
U_ORG_XM_SYMGM,三亚美高梅酒店工程,机电,自施,0
U_ORG_XM_SYSKRY,沈阳首开如院,机电,自施,4719671.69
U_ORG_XM_SYSNYG,沈阳苏宁电子商务运营中心(一期),机电,自施,817973.1
U_ORG_XM_SYTK,沈阳泰康之家沈园,机电,自施,0
U_ORG_XM_SYXCD13JQ,北京顺义新城第13街区居住区,机电,自施,0
U_ORG_XM_SYXSWSQ,沈阳华润橡树湾4期,机电,自施,0
U_ORG_XM_SYZHHPZM,沈阳中海和平之门5.1期,机电,自施,-45005.52
U_ORG_XM_SYZHSYEQ,沈阳中海商业二期,机电,自施,0
U_ORG_XM_SYZJCLY,沈阳中集车辆园,机电,自施,0
U_ORG_XM_SZDSDS,深圳达实大厦改扩建,机电,自施,1392978.07
U_ORG_XM_SZDXXLXQ,深圳大学西丽校区,机电,自施,47586911.84
U_ORG_XM_SZGJYSBLJYZB,深圳至正大厦,机电,自施,0
U_ORG_XM_SZGMQJRJ,深圳光明区金融街,机电,自施,0
U_ORG_XM_SZHXDZQZ,深圳华星光电第11代大宗气体站,机电,自施,0
U_ORG_XM_SZJCBZZ,深圳机场调蓄池泵闸站,机电,自施,0
U_ORG_XM_SZJCKFQ,深圳机场开发区西区,机电,自施,5048291.75
U_ORG_XM_SZJLSWZX,深圳嘉里商务中心,机电,自施,0
U_ORG_XM_SZJLT,深圳金利通金融中心,机电,自施,0
U_ORG_XM_SZJSDX,深圳技术大学建设项目（一期）,机电,自施,14800546.36
U_ORG_XM_SZLHTJWQJD,苏州龙湖天街五期机电总包,机电,自施,20101362.46
U_ORG_XM_SZPACXDS,深圳平安财险大厦,机电,自施,0
U_ORG_XM_SZPDSDDSJD,深圳鹏鼎时代大厦机电,机电,自施,41266712.51
U_ORG_XM_SZQWXXSNZX,深圳前湾信息枢纽中心,机电,自施,0
U_ORG_XM_SZRYJD,深圳柔宇国际柔性显示产业园机电,机电,自施,1813468.48
U_ORG_XM_SZSCSWDS,深圳首创商务大厦,机电,自施,1053065.99
U_ORG_XM_SZSMYF,深圳水木一方大厦,机电,自施,1688533.38
U_ORG_XM_SZSSGL,深圳石厦村综合管廊,机电,自施,0
U_ORG_XM_SZSXZB,苏州三星第8.5代TFT-LCD施工总承包,机电,自施,0
U_ORG_XM_SZTK,苏州泰康之家31703地块,机电,自施,9739121.51
U_ORG_XM_SZXL,深圳西丽高尔夫球俱乐部员工宿舍,机电,自施,0
U_ORG_XM_SZYBXQ,深圳职业技术学院北校区,机电,自施,4130194.13
U_ORG_XM_SZYCC,深圳悦彩城,机电,自施,0
U_ORG_XM_SZYHDSJD,深圳宇宏大厦机电,机电,自施,16784518.99
U_ORG_XM_SZYLXDXQ,深圳职业技术学院留仙洞校区,机电,自施,24265835.83
U_ORG_XM_SZYXSGYCJ,深圳职业技术学院学生公寓拆建,机电,自施,37290868.18
U_ORG_XM_TDZYKJ,北京泰德制药股份有限公司研发中心扩建,机电,自施,0
U_ORG_XM_TH008,北京台湖公园里008地块,机电,自施,0
U_ORG_XM_TJATYFJD,北京太极傲天信息技术研发基地,机电,自施,497062.76
U_ORG_XM_TJBNW,天津宁宇家园二期,机电,自施,0
U_ORG_XM_TJDTQHX,天津地铁7号线一期工程PPP项目土建10标段,机电,自施,0
U_ORG_XM_TJDYC,天津大悦城B地块办公楼,机电,自施,0
U_ORG_XM_TJJHS,天津金海墅,机电,自施,0
U_ORG_XM_TJJLZX,天津嘉里中心,机电,自施,0
U_ORG_XM_TJJRJ,天津金融街（和平）中心,机电,自施,0
U_ORG_XM_TJJRJBHRY,天津金融街滨海融御,机电,自施,44814.21
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,机电,自施,10965055.11
U_ORG_XM_TJJT,天津津塔项目经理部,机电,自施,9949671.08
U_ORG_XM_TJJTDS,天津金唐大厦,机电,自施,0
U_ORG_XM_TJLWL,天津中粮大道一期E地块(祥云名苑),机电,自施,0
U_ORG_XM_TJNKXX,天津海河教育园区南开学校,机电,自施,5304983.68
U_ORG_XM_TJQYC,天津全运村,机电,自施,0
U_ORG_XM_TJQYCDJXM,天津全运村代建东区小学幼儿园邻里中心,机电,自施,1950329.28
U_ORG_XM_TJSCZBZ,天津首创中北镇,机电,自施,5849722.72
U_ORG_XM_TJSYQ,天津天碱商业区14#地,机电,自施,0
U_ORG_XM_TJTHC,天津天河城购物中心,机电,自施,0
U_ORG_XM_TJTYDQ,天津通用电气医疗系统生产基地,机电,自施,0
U_ORG_XM_TJTYHHYQ,天津天阅海河一期,机电,自施,0
U_ORG_XM_TJWQDK,天津武清080地块,机电,自施,320770.97
U_ORG_XM_TJYGJDY,天津阳光晶典苑,机电,自施,0
U_ORG_XM_TJYJPJRQ,天津于家堡金融区3-16地块,机电,自施,0
U_ORG_XM_TJYYDS,天津远洋大厦二期工程,机电,自施,0
U_ORG_XM_TJZBZJGQ,天津中北镇居住区G区,机电,自施,18677712.1
U_ORG_XM_TJZDFBHZX,天津周大福滨海中心,机电,自施,0
U_ORG_XM_TJZLDDDDKJZ,天津中粮大道一期D地块精装,机电,自施,0
U_ORG_XM_TKCPXCYQ,北京泰康之家昌平新城一期,机电,自施,0
U_ORG_XM_TKSJTYG,上海泰康松江养老社区08地块体验馆,机电,自施,0
U_ORG_XM_TKSJYLSQ,上海泰康松江养老社区08地块,机电,自施,0
U_ORG_XM_TKYYEQ,北京泰康之家燕园二期,机电,自施,6324259.87
U_ORG_XM_TRDERMYYJD,铜仁第二人民医院机电,机电,自施,1213655.17
U_ORG_XM_TSCMDX,唐山传媒大厦,机电,自施,0
U_ORG_XM_TSXSW,唐山橡树湾,机电,自施,0
U_ORG_XM_TTTGHHY,天津天通泰观湖花园,机电,自施,0
U_ORG_XM_TTTKJY,北京天通泰中以文化数码科技园,机电,自施,0
U_ORG_XM_TXBHDAJDJT,深圳腾讯滨海大厦项目机电专业分包（局集团）,机电,自施,0
U_ORG_XM_TXSHDZSW,上海腾讯电子商务基地,机电,自施,0
U_ORG_XM_TZHXQ,北京通州核心区运河项目Ⅱ-05地块,机电,自施,5822019.21
U_ORG_XM_TZWKZX,北京天竺万科中心,机电,自施,73002.11
U_ORG_XM_WFBSQCFJD,潍坊歌尔电子保税区9#厂房机电,机电,自施,13663342.1
U_ORG_XM_WHCCQJD,武汉国家存储器基地,机电,自施,0
U_ORG_XM_WHHXGD,武汉华星光电t3,机电,自施,1866169.57
U_ORG_XM_WHHXGDT4,武汉华星光电t4,机电,自施,655310
U_ORG_XM_WHHXGDTJDAB,武汉华星光电t4机电A包,机电,自施,66262.03
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,机电,自施,1159066.57
U_ORG_XM_WHSZSSZB,芜湖三只松鼠研发运营中心,机电,自施,59974.53
U_ORG_XM_WHTKCY,武汉泰康之家·楚园,机电,自施,0
U_ORG_XM_WHWKCYTD,北京五和万科长阳天地,机电,自施,68075.22
U_ORG_XM_WHXX,武汉新芯OS4F装修,机电,自施,0
U_ORG_XM_WHZHTF,武汉中国特种飞行器研发中心,机电,自施,188720.44
U_ORG_XM_WJBGLEQ,望京办公楼二期,机电,自施,3225306.64
U_ORG_XM_WJSHZX,北京望京SOHO中心,机电,自施,0
U_ORG_XM_WKCYWYCZZX,北京祥筑万科长阳文娱创作中心,机电,自施,0
U_ORG_XM_WKFCYT,北京万科翡翠云图,机电,自施,19802157.69
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,机电,自施,32119034.42
U_ORG_XM_WKSDKJTT,五棵松文化体育中心地库及通道工程,机电,自施,0
U_ORG_XM_WKSDTJD,五棵松文化体育中心地下车库及通道工程（机电）,机电,自施,0
U_ORG_XM_WKSLQGY,北京五棵松篮球公园施工,机电,自施,0
U_ORG_XM_WKSWHTYSS,五棵松文化体育服务设施工程,机电,自施,0
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,机电,自施,-8695270.98
U_ORG_XM_WLCBALYJS,乌兰察布阿里云计算数据中心,机电,自施,338461.17
U_ORG_XM_WLCBYJSJD,乌兰察布阿里云计算数据中心机电设备安装工程,机电,自施,33005940.82
U_ORG_XM_WRKTDX,深圳微软科通大厦,机电,自施,-13073.89
U_ORG_XM_WTDSXD,天津万通大厦（信达二期）,机电,自施,0
U_ORG_XM_WXGLJRDS,无锡国联金融大厦,机电,自施,0
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,机电,自施,12468003.3
U_ORG_XM_WXHK,无锡鸿坤理想湾,机电,自施,6560266.34
U_ORG_XM_WXHL2Z,无锡恒隆广场办公楼2座,机电,自施,0.01
U_ORG_XM_WXHLGC,无锡恒隆广场综合发展,机电,自施,0
