项目编码,项目名称,专业,分包类型,产值
U_ORG_XM_CDLTGC,成都乐天广场,土建,指定,2139793.58
U_ORG_XM_D11DTFT_SZHXGD11D,深圳华星光电第11代TFT-LCD及AMOLED新型显示器件,土建,指定,1621911.02
U_ORG_XM_FJJHCCQSCX,福建省晋华集成电路有限公司存储器生产线,土建,指定,18757785.96
U_ORG_XM_FSLC,佛山绿城,土建,指定,6589477.87
U_ORG_XM_HEBSZCYY,哈尔滨深圳产业园科创总部,土建,指定,7492274.73
U_ORG_XM_HFJDFSDWD,合肥京东方第10.5代薄膜晶体管液晶显示器件（TFT-LCD）,土建,指定,19645336.46
U_ORG_XM_HFZJCF,合肥整机智能制造生产线,土建,指定,4999999.99
U_ORG_XM_HZALYZB,杭州阿里云计算公司总部,土建,指定,31967381.14
U_ORG_XM_JLMHKKMYLY,吉林梅河口康美医疗健康中心医疗园,土建,指定,6414355.34
U_ORG_XM_JRJAG,金融街A5改扩建,土建,指定,3737327.29
U_ORG_XM_JRJHZQ,广州金融街海珠区石岗路,土建,指定,1917902.94
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,土建,指定,940133.05
U_ORG_XM_LXHGZ,北京利星行中心改造,土建,指定,4395604.4
U_ORG_XM_LXHZX,北京利星行中心(文化交流中心),土建,指定,14024181.14
U_ORG_XM_LXZBEQ,北京联想总部园区二期,土建,指定,32439822.78
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,土建,指定,19841304.64
U_ORG_XM_NJKGZNGGW,南京空港智能骨干网,土建,指定,188679.25
U_ORG_XM_NJYZJG29DK,南京燕子矶G29B地块,土建,指定,25859678.43
U_ORG_XM_PAGJJRZX,深圳平安国际金融中心（局集团）,土建,指定,41959986.7
U_ORG_XM_PAJRZXNT,深圳平安金融中心南塔,土建,指定,549113225.2
U_ORG_XM_PJZW,盘锦忠旺铝业一期一标段A区,土建,指定,4515661.66
U_ORG_XM_QHSSM,北京清华大学苏世民书院,土建,指定,28126236.24
U_ORG_XM_QZSABDT,泉州三安半导体研发与产业化,土建,指定,16923766.69
U_ORG_XM_RHYY,北京市仁和医院二期,土建,指定,808135.63
U_ORG_XM_SHPDAZF1101,上海浦东新区安置房11-01地块,土建,指定,21758275.87
U_ORG_XM_SXDTZDYQ,山西大同正大一期,土建,指定,3065973.04
U_ORG_XM_SYSKRY,沈阳首开如院,土建,指定,4174392.13
U_ORG_XM_SZJLSWZX,深圳嘉里商务中心,土建,指定,1284678.9
U_ORG_XM_SZJSDX,深圳技术大学建设项目（一期）,土建,指定,765516.61
U_ORG_XM_TJATYFJD,北京太极傲天信息技术研发基地,土建,指定,42401829.88
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,土建,指定,28973049.06
U_ORG_XM_TJSYQ,天津天碱商业区14#地,土建,指定,25590.29
U_ORG_XM_TJTHC,天津天河城购物中心,土建,指定,2117588.08
U_ORG_XM_TKCPXCYQ,北京泰康之家昌平新城一期,土建,指定,2358144.58
U_ORG_XM_TKYYEQ,北京泰康之家燕园二期,土建,指定,12145324.34
U_ORG_XM_TTTGHHY,天津天通泰观湖花园,土建,指定,2183766.61
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,土建,指定,93726529.73
U_ORG_XM_WJBGLEQ,望京办公楼二期,土建,指定,93010804.71
U_ORG_XM_WKFCYT,北京万科翡翠云图,土建,指定,82752019.6
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,土建,指定,20566440.16
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,土建,指定,69217643.91
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,土建,指定,3841689.59
U_ORG_XM_WXHL2Z,无锡恒隆广场办公楼2座,土建,指定,114056278.1
U_ORG_XM_XASXBDTRQUT,西安三星半导体二期UT栋,土建,指定,32086709.79
U_ORG_XM_XDWLEQ,北京西大望路二期,土建,指定,484951.45
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,土建,指定,99851698.72
U_ORG_XM_Z13SYJR,北京CBD核心区Z13地块商业金融,土建,指定,26609859.04
U_ORG_XM_ZHZLSZ,珠海臻林山庄,土建,指定,64484859.03
U_ORG_XM_ZLDDDDK,天津中粮大道一期D地块,土建,指定,2089167.55
U_ORG_XM_ZLKJY,中粮科技园标准厂房,土建,指定,10051078.6
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,土建,指定,39273839.84
U_ORG_XM_ZSJMDK,北京招商嘉铭10地块商业办公,土建,指定,5475243.58
U_ORG_XM_AHWHYJSYY,安徽芜湖皖南医学院弋矶山医院,机电,自施,278965.77
U_ORG_XM_BDFZJXL,北京大学新建附属中学北校区综合教学楼,机电,自施,8835379.36
U_ORG_XM_BDKYL,北京大学教学科研楼,机电,自施,1652032.98
U_ORG_XM_BDTSGGZ,北京大学图书馆改造,机电,自施,15368906.73
U_ORG_XM_BJCBDSYJR,北京市CBD核心区Z2b地块商业金融,机电,自施,75857513.34
U_ORG_XM_BJDCBGLGKJ,北京东城办公楼改扩建,机电,自施,256963.5
U_ORG_XM_BJFSLHXYTJ,北京房山龙湖熙悦天街,机电,自施,10831103.07
U_ORG_XM_BJFZKYLJD,北京纺织科研楼实验楼机电,机电,自施,39529268.65
U_ORG_XM_BJGAZXGZ,北京港澳中心改造,机电,自施,720214.88
U_ORG_XM_BJGLYSQ03_31,北京高丽营三期03-31地块,机电,自施,17629924.05
U_ORG_XM_BJGMGYGZ,北京国贸公寓改造,机电,自施,19931136.93
U_ORG_XM_BJHPC,北京和平村,机电,自施,10445821.65
U_ORG_XM_BJHQDJQJT,北京环球度假区（集团）,机电,自施,9850639.62
U_ORG_XM_BJHQGYDJQ,北京环球度假区,机电,自施,48484677.18
U_ORG_XM_BJHQZTGY,北京环球主题公园,机电,自施,94938332.82
U_ORG_XM_BJHRZGCCZZ,北京怀柔张各长村住宅,机电,自施,14913680.73
U_ORG_XM_BJHSMZXGZ,北京火神庙商业中心改造,机电,自施,18183734.14
U_ORG_XM_BJNHHS,北京新机场南航航空食品设施,机电,自施,173853979.4
U_ORG_XM_BJODBSMZX,北京欧德宝商贸中心,机电,自施,4332017.41
U_ORG_XM_BJPAE05DK,北京平安金融中心E05地块,机电,自施,47304360.29
U_ORG_XM_BJSKWKJD,北京首开万科天地机电,机电,自施,4667684.41
U_ORG_XM_BJSMYJSKJ,北京生命科学研究所扩建,机电,自施,33890635.03
U_ORG_XM_BJSYMTZ,北京顺义马头庄,机电,自施,15788510.26
U_ORG_XM_BJTGLGZ,北京太古里改造,机电,自施,1277540.54
U_ORG_XM_BJWJBGLSQ,北京望京办公楼三期,机电,自施,26588015.46
U_ORG_XM_BJWKFCGYJD,北京万科翡翠公园机电,机电,自施,12523383.58
U_ORG_XM_BJWKQXS,北京万科七橡墅,机电,自施,12551669.87
U_ORG_XM_BJXHBX,北京新华保险大厦改造,机电,自施,813583.47
U_ORG_XM_BJXHFTFKT,北京西华府商办楼通风空调工程,机电,自施,440197.5
U_ORG_XM_BJXJCGL,北京新机场道路及综合管廊,机电,自施,21017951.08
U_ORG_XM_BJXSJDAZF,北京香山军队安置房,机电,自施,16387379.21
U_ORG_XM_BJYABGZX,北京永安宾馆装修,机电,自施,643954.75
U_ORG_XM_BJYCCF,北京盈创2#厂房等5项,机电,自施,1825653.01
U_ORG_XM_BJYYYH,北京远洋瀛海,机电,自施,6618830.01
U_ORG_XM_BJZ12TKJD,北京Z12泰康大厦机电工程,机电,自施,42477504.04
U_ORG_XM_BJZCCF,北京中钞厂房,机电,自施,12943968.58
U_ORG_XM_BQDLZCJD,北汽动力总成基地项目（一期）二标段,机电,自施,460683.52
U_ORG_XM_BQSTLGZF,北京顺义新城第4街区保障性住房,机电,自施,5899198.81
U_ORG_XM_BZGZSYXX,巴中光正实验学校,机电,自施,14732264.12
U_ORG_XM_CDDTAZF,成都青白江区大同集中安置房(二期),机电,自施,23749843.72
U_ORG_XM_CDHJSSJ,成都黄甲尚善居C区,机电,自施,15657495.73
U_ORG_XM_CDJDF6DX,成都京东方第6代生产线,机电,自施,8104041.8
U_ORG_XM_CDJDFCK,成都京东方第6代柔性AMOLED触控一体化显示器件,机电,自施,39660772.46
U_ORG_XM_CDJDFJD,成都京东方第6代生产线机电A标段,机电,自施,17741437.57
U_ORG_XM_CDJTWFPPP,成都金堂县五凤镇新型城镇化PPP项目,机电,自施,13964268.09
U_ORG_XM_CDLTGC,成都乐天广场,机电,自施,3520296.83
U_ORG_XM_CDPJSQZHT,成都蒲江鹤山街道办社区综合体,机电,自施,6665158.4
U_ORG_XM_CDQBJPPPFJ,成都青白江区PPP·房建,机电,自施,2466702.97
U_ORG_XM_CDWJQBLT,成都温江区BLT,机电,自施,9482772.21
U_ORG_XM_CDWJQBLTFZ,成都温江区BLT（发展）,机电,自施,30405594.86
U_ORG_XM_CDXXLJEQ,成都香榭林居二期,机电,自施,13162348.84
U_ORG_XM_CDYSDC,成都528艺术东村产业展示,机电,自施,9297348.3
U_ORG_XM_CDZG,成都紫光存储器制造基地,机电,自施,592878.58
U_ORG_XM_CDZHYHSY,成都中海·御湖世家,机电,自施,9653712.59
U_ORG_XM_CDZLLYJY,成都中粮·珑悦锦云,机电,自施,5181136.9
U_ORG_XM_CQHXZZ,重庆华熙LIVE·鱼洞住宅,机电,自施,6915031.64
U_ORG_XM_CQJDF6AMOLED,重庆京东方第6代AMOLED柔性生产线,机电,自施,15577232.83
U_ORG_XM_CQLJKGWLY,重庆两江空港物流园,机电,自施,28383799.8
U_ORG_XM_CQTXEQ,重庆腾讯云计算中心二期,机电,自施,142323.3
U_ORG_XM_CQTXEQXF,重庆腾讯云计算中心二期消防工程,机电,自施,5980806.35
U_ORG_XM_CQTXXF,重庆腾讯云计算中心一期消防工程,机电,自施,1219812.93
U_ORG_XM_CQYDTYG,重庆华熙LIVE·鱼洞体育馆,机电,自施,6814482.92
U_ORG_XM_D11DTFT_SZHXGD11D,深圳华星光电第11代TFT-LCD及AMOLED新型显示器件,机电,自施,9361671.24
U_ORG_XM_DGHWSYS,东莞华为研发实验室一期,机电,自施,1880440.94
U_ORG_XM_DGXTC,东莞小天才生产中心,机电,自施,1516338.2
U_ORG_XM_DLGWJ,大连港湾街二号地块,机电,自施,16697042.93
U_ORG_XM_DQBYNKDX,大庆市八一农垦大学基础教学实验楼,机电,自施,1734736.1
U_ORG_XM_DQYGLQLHJJGC,大庆豫港龙泉铝合金加工材,机电,自施,1051260.15
U_ORG_XM_FJJHCCQSCX,福建省晋华集成电路有限公司存储器生产线,机电,自施,3382645.59
U_ORG_XM_FSJRJSS,佛山金融街三水,机电,自施,2547156.15
U_ORG_XM_FSLC,佛山绿城,机电,自施,20762605
U_ORG_XM_FSLQG,佛山国际体育文化演艺中心,机电,自施,5973807.05
U_ORG_XM_FSSDGZSYXX,佛山顺德光正实验学校,机电,自施,3759467.63
U_ORG_XM_GDGSZYXY,广东工商职业学院体育馆·图书馆,机电,自施,10282518.79
U_ORG_XM_GDHYAL,广东阿里巴巴云计算数据中心河源源城区项目,机电,自施,87249776.87
U_ORG_XM_GMDLGZ,北京国贸东楼改造及交通一体化,机电,自施,449862.02
U_ORG_XM_GSQYZDYQ,甘肃庆阳正大一期,机电,自施,2173082.4
U_ORG_XM_GYHYZCF,中建（天津）工业化建筑公司预制厂房,机电,自施,5381427.98
U_ORG_XM_GYSGZFYYYJD,贵阳市贵州妇女儿童国际医院机电,机电,自施,72448353.35
U_ORG_XM_GZALBB,广州阿里巴巴华南运营中心,机电,自施,67328874.87
U_ORG_XM_GZCSJ,广州超视堺第10.5代TFT-LCD显示器件生产线,机电,自施,953090.64
U_ORG_XM_GZCSJFZ,广州超视堺第10.5代TFT-LCD显示器件生产线（发展）,机电,自施,93611403.23
U_ORG_XM_GZKNBLC,广州第10.5代TFT-LCD显示器生产线玻璃工厂建设,机电,自施,1410835.32
U_ORG_XM_GZYXBDT,广州粤芯半导体,机电,自施,5448027.18
U_ORG_XM_HBGAYG,河北固安第6代有源矩阵AMOLED面板生产线,机电,自施,913606
U_ORG_XM_HBGAYGFZ,河北固安第6代有源矩阵AMOLED面板生产线（发展）,机电,自施,49657.7
U_ORG_XM_HEBSZCYY,哈尔滨深圳产业园科创总部,机电,自施,4429675.28
U_ORG_XM_HFJDFSDWD,合肥京东方第10.5代薄膜晶体管液晶显示器件（TFT-LCD）,机电,自施,6094582.98
U_ORG_XM_HFLXYFJD,合肥联想研发基地,机电,自施,615764.47
U_ORG_XM_HFSY,合肥视涯OLED微型显示器件厂,机电,自施,1072466.37
U_ORG_XM_HFV3,合肥维信诺第六代AMOLED生产线,机电,自施,15962728.17
U_ORG_XM_HFYJCLCJ,合肥邮件处理车间,机电,自施,412022.89
U_ORG_XM_HFYJCLCJFZ,合肥邮件处理车间（发展）,机电,自施,1321349.31
U_ORG_XM_HFZJCF,合肥整机智能制造生产线,机电,自施,21451520.61
U_ORG_XM_HHHTKDJD,呼和浩特凯德广场·诺和木勒改造项目机电,机电,自施,159476.74
U_ORG_XM_HJJYSSZYYZX,上海黄金交易所深圳运营中心,机电,自施,15507903.79
U_ORG_XM_HKYSDEQ,北京鸿坤云时代二期,机电,自施,3542555.43
U_ORG_XM_HZALYZB,杭州阿里云计算公司总部,机电,自施,119289145.4
U_ORG_XM_HZHPDX,杭州湖畔大学,机电,自施,11373995.31
U_ORG_XM_HZRHALY,杭州仁和阿里云计算数据中心,机电,自施,72377961.22
U_ORG_XM_HZXLW,广东惠州金融街巽寮湾海世界,机电,自施,123560.78
U_ORG_XM_HZZX,杭州中芯晶圆半导体股份有限公司半导体大硅片（200mm、300mm）,机电,自施,86864942.15
U_ORG_XM_JJHCZGCGZ,九江火车站广场及滨江路改造,机电,自施,19194140.37
U_ORG_XM_JLMHKKMWLY,吉林梅河口康美医疗健康中心物流园,机电,自施,791760.64
U_ORG_XM_JLMHKKMYLY,吉林梅河口康美医疗健康中心医疗园,机电,自施,1702732.8
U_ORG_XM_JLMHKKMYYY,吉林梅河口康美医疗健康中心医养园,机电,自施,2448746.19
U_ORG_XM_JMHFSJ,江门华发四季,机电,自施,2851267.92
U_ORG_XM_JRJHZQ,广州金融街海珠区石岗路,机电,自施,6827740.98
U_ORG_XM_JXYL,北京绿城西山燕庐,机电,自施,6313590.22
U_ORG_XM_LFYQWK,廊坊永清紫晶翡丽,机电,自施,442203.52
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,机电,自施,1491323.73
U_ORG_XM_LXHGZ,北京利星行中心改造,机电,自施,1163828.17
U_ORG_XM_LXHZX,北京利星行中心(文化交流中心),机电,自施,12095689.97
U_ORG_XM_LXHZXEQ,北京利星行中心二期,机电,自施,7491434.12
U_ORG_XM_LYZDYQ,洛阳正大一期,机电,自施,1335230.7
U_ORG_XM_LZSOHOJD,北京丽泽soho机电,机电,自施,29217116.43
U_ORG_XM_MTGBL,北京门头沟保利首开自住房,机电,自施,492132.66
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,机电,自施,25710278.08
U_ORG_XM_MYWSCLC,绵阳永兴污水处理厂扩建,机电,自施,9564859.93
U_ORG_XM_MYZZ,北京密云项目住宅,机电,自施,365741.17
U_ORG_XM_NCJKQJD,南昌经开区LED电子信息孵化示范基地机电,机电,自施,67652765.81
U_ORG_XM_NCSSMZXJD,南昌市市民中心建设工程机电,机电,自施,3732719.8
U_ORG_XM_NGZCXQ,北京石景山区南宫住宅小区,机电,自施,1788849.04
U_ORG_XM_NJKGZNGGW,南京空港智能骨干网,机电,自施,39911466.91
U_ORG_XM_NJTJD,南京台积电12吋晶圆厂与设计服务中心一期,机电,自施,1256849.27
U_ORG_XM_NJYZJG29DK,南京燕子矶G29B地块,机电,自施,5986189.31
U_ORG_XM_NTALYJS,南通阿里云计算数据中心,机电,自施,89099665.09
U_ORG_XM_PAGJJRZX,深圳平安国际金融中心（局集团）,机电,自施,81356.11
U_ORG_XM_PAJRZXNT,深圳平安金融中心南塔,机电,自施,6660123.62
U_ORG_XM_PJZW,盘锦忠旺铝业一期一标段A区,机电,自施,1486938.4
U_ORG_XM_QBJWTZX,成都青白江区文化体育中心,机电,自施,39083500.18
U_ORG_XM_QBJZHDD,成都青白江区智慧大道,机电,自施,3879417.31
U_ORG_XM_QDHNJD,青岛华能信息产业基地机电,机电,自施,27387177.55
U_ORG_XM_QDWKFCZJ,青岛万科翡翠长江,机电,自施,9764208.92
U_ORG_XM_QHBT,北京清华大学北体育馆,机电,自施,520901.66
U_ORG_XM_QZSABDT,泉州三安半导体研发与产业化,机电,自施,10693699.18
U_ORG_XM_RHQSZX,中国人民银行清算总中心北京中心低压配电,机电,自施,2468233.37
U_ORG_XM_RHYY,北京市仁和医院二期,机电,自施,2095627.31
U_ORG_XM_SCGAFY,四川广安富盈洋房及商业,机电,自施,4090606.01
U_ORG_XM_SDBZZYY,山东滨州中医医院新院,机电,自施,341107.15
U_ORG_XM_SHGBSH,上海古北SOHO机电工程,机电,自施,15521385.35
U_ORG_XM_SHPDAZF1101,上海浦东新区安置房11-01地块,机电,自施,7497648.06
U_ORG_XM_SHTXGKJCF,上海腾讯改扩建厂房,机电,自施,1577004.8
U_ORG_XM_SHWKXMJD,上海万科莘闵综合机电,机电,自施,10213152.3
U_ORG_XM_SKWKZX,北京首开万科中心,机电,自施,4503709.53
U_ORG_XM_SMDLGZ,北京生命科学实验室改造,机电,自施,5850261.24
U_ORG_XM_SMKYDL,北京生命科学科研大楼,机电,自施,128279.07
U_ORG_XM_SRHXLIVEXJYQ,上饶华熙Live·信江一期,机电,自施,1615144.48
U_ORG_XM_SXDTZDYQ,山西大同正大一期,机电,自施,4815002.05
U_ORG_XM_SYHTWWLJD,三亚海棠湾国际购物中心物流基地,机电,自施,5645358.56
U_ORG_XM_SYHXD,三亚海棠湾河心岛,机电,自施,3688202.67
U_ORG_XM_SYJLSY,沈阳嘉里A2地块商业,机电,自施,6721924.52
U_ORG_XM_SYJLZXJD,沈阳嘉里中心居住商业（C地块）机电工程,机电,自施,2749.18
U_ORG_XM_SYJLZXJDJJT,沈阳嘉里中心居住商业（C地块）机电工程（局集团）,机电,自施,322030.97
U_ORG_XM_SYJLZXT,沈阳嘉里中心A2地块T2办公楼总承包工程,机电,自施,1513088.44
U_ORG_XM_SYLCQYCSQ,沈阳绿城全运村四期,机电,自施,7757766.55
U_ORG_XM_SYSKRY,沈阳首开如院,机电,自施,1655844.22
U_ORG_XM_SZDSDS,深圳达实大厦改扩建,机电,自施,407908.69
U_ORG_XM_SZDXXLXQ,深圳大学西丽校区,机电,自施,9178455.32
U_ORG_XM_SZJCKFQ,深圳机场开发区西区,机电,自施,40920470.54
U_ORG_XM_SZJSDX,深圳技术大学建设项目（一期）,机电,自施,182527231.1
U_ORG_XM_SZLHTJWQJD,苏州龙湖天街五期机电总包,机电,自施,10557448.36
U_ORG_XM_SZPAGJJRZX,深圳平安国际金融中心,机电,自施,10402009.81
U_ORG_XM_SZPDSDDSJD,深圳鹏鼎时代大厦机电,机电,自施,2434425.14
U_ORG_XM_SZRYJD,深圳柔宇国际柔性显示产业园机电,机电,自施,6436774.16
U_ORG_XM_SZSCSWDS,深圳首创商务大厦,机电,自施,2737506.23
U_ORG_XM_SZSMYF,深圳水木一方大厦,机电,自施,1349310.65
U_ORG_XM_SZSSGL,深圳石厦村综合管廊,机电,自施,5174673.8
U_ORG_XM_SZTK,苏州泰康之家31703地块,机电,自施,3917721.78
U_ORG_XM_SZYHDSJD,深圳宇宏大厦机电,机电,自施,2662235.18
U_ORG_XM_SZYXSGYCJ,深圳职业技术学院学生公寓拆建,机电,自施,8228926.79
U_ORG_XM_TH008,北京台湖公园里008地块,机电,自施,1585651.18
U_ORG_XM_TJATYFJD,北京太极傲天信息技术研发基地,机电,自施,5632034.08
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,机电,自施,4945925.32
U_ORG_XM_TJJTDS,天津金唐大厦,机电,自施,6880391.76
U_ORG_XM_TJNKXX,天津海河教育园区南开学校,机电,自施,4688244.13
U_ORG_XM_TJQYCDJXM,天津全运村代建东区小学幼儿园邻里中心,机电,自施,873261.77
U_ORG_XM_TJSCZBZ,天津首创中北镇,机电,自施,3514395.21
U_ORG_XM_TJYJPJRQ,天津于家堡金融区3-16地块,机电,自施,5204029.54
U_ORG_XM_TJZBZJGQ,天津中北镇居住区G区,机电,自施,2178533.33
U_ORG_XM_TKCPXCYQ,北京泰康之家昌平新城一期,机电,自施,5419734.56
U_ORG_XM_TKSJYLSQ,上海泰康松江养老社区08地块,机电,自施,2450736.83
U_ORG_XM_TKYYEQ,北京泰康之家燕园二期,机电,自施,3211020.23
U_ORG_XM_TTTGHHY,天津天通泰观湖花园,机电,自施,3630544.59
U_ORG_XM_TTTKJY,北京天通泰中以文化数码科技园,机电,自施,14925547.93
U_ORG_XM_TXBHDAJDJT,深圳腾讯滨海大厦项目机电专业分包（局集团）,机电,自施,1719.34
U_ORG_XM_TXBHDXJD,深圳腾讯滨海大厦项目机电专业分包,机电,自施,9523436.4
U_ORG_XM_TZHXQ,北京通州核心区运河项目Ⅱ-05地块,机电,自施,1539479.18
U_ORG_XM_WHHXGDF,武汉华星光电t3（发展）,机电,自施,3288.34
U_ORG_XM_WHHXGDTJDAB,武汉华星光电t4机电A包,机电,自施,3358758.63
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,机电,自施,130890388.5
U_ORG_XM_WHWKCYTD,北京五和万科长阳天地,机电,自施,289784.17
U_ORG_XM_WHZHTF,武汉中国特种飞行器研发中心,机电,自施,1068917.54
U_ORG_XM_WJBGLEQ,望京办公楼二期,机电,自施,44496516.52
U_ORG_XM_WKFCYT,北京万科翡翠云图,机电,自施,664474.97
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,机电,自施,20106356.13
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,机电,自施,31240288.17
U_ORG_XM_WLCBALYJS,乌兰察布阿里云计算数据中心,机电,自施,11071195.39
U_ORG_XM_WRKTDX,深圳微软科通大厦,机电,自施,33115.3
U_ORG_XM_WTDSXD,天津万通大厦（信达二期）,机电,自施,440913.22
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,机电,自施,3029115.9
U_ORG_XM_WXHK,无锡鸿坤理想湾,机电,自施,20076275.39
U_ORG_XM_WXJRG,无锡河埒金融商务港,机电,自施,36446169.42
U_ORG_XM_WXSKHLSKJ,无锡SK海力士厂房扩建,机电,自施,97363885.16
U_ORG_XM_WXZGCRJYEQ,无锡中关村软件园太湖分园二期,机电,自施,13112205.2
U_ORG_XM_WXZGCZZ,无锡中关村软件园住宅,机电,自施,2478638.84
U_ORG_XM_XAYSWCYJD,西安奕斯伟硅产业基地,机电,自施,3092620.69
U_ORG_XM_XDWLEQ,北京西大望路二期,机电,自施,1017377.11
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,机电,自施,5020826.47
U_ORG_XM_XJCAZF,北京新机场安置房,机电,自施,7136484.21
U_ORG_XM_XJCXXZX,北京新机场信息中心,机电,自施,9791898.53
U_ORG_XM_XZWKFCZGJD,徐州万科翡翠之光机电,机电,自施,5476236.88
U_ORG_XM_XZWKTSLJD,徐州万科铜山路项目A地块商业机电,机电,自施,3176742.95
U_ORG_XM_YJSGZ,北京电信亦庄云计算改造,机电,自施,8931345.12
U_ORG_XM_YXHE2DK,北京怀柔区雁栖湖柏崖厂村E2地块,机电,自施,1222940
U_ORG_XM_YYZXGZSQ,北京国家游泳中心改造三期,机电,自施,17822716.18
U_ORG_XM_ZBALBBSJZXJD,张北阿里巴巴数据中心机电,机电,自施,63718730.08
U_ORG_XM_ZBALBBSJZXJDXET,张北阿里巴巴数据中心机电小二台,机电,自施,68565297.94
U_ORG_XM_ZGZKT,北京Z15中国尊高区空调,机电,自施,75204830.02
U_ORG_XM_ZHZLSZ,珠海臻林山庄,机电,自施,28947.35
U_ORG_XM_ZJKTXHL,张家口腾讯怀来瑞北云数据中心,机电,自施,6812520.32
U_ORG_XM_ZLDDDDK,天津中粮大道一期D地块,机电,自施,10321634.87
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,机电,自施,13355249.67
U_ORG_XM_ZSJMDK,北京招商嘉铭10地块商业办公,机电,自施,2380527.9
U_ORG_XM_ZZJYJD,郑州市建业拾捌壹期机电,机电,自施,2031542.16
U_ORG_XM_BDFZJXL,北京大学新建附属中学北校区综合教学楼,机电,指定,4450952.49
U_ORG_XM_BDKYL,北京大学教学科研楼,机电,指定,3480446.34
U_ORG_XM_BJCBDSYJR,北京市CBD核心区Z2b地块商业金融,机电,指定,32399067.25
U_ORG_XM_BJGMGYGZ,北京国贸公寓改造,机电,指定,12919374.38
U_ORG_XM_BJHQGYDJQ,北京环球度假区,机电,指定,37751999.95
U_ORG_XM_BJHQNYZX,北京环球能源中心,机电,指定,10513274.33
U_ORG_XM_BJHQZTGY,北京环球主题公园,机电,指定,38770242.57
U_ORG_XM_BJHRZGCCZZ,北京怀柔张各长村住宅,机电,指定,11725788.53
U_ORG_XM_BJNHHS,北京新机场南航航空食品设施,机电,指定,19960474.36
U_ORG_XM_BJPAE05DK,北京平安金融中心E05地块,机电,指定,55706023.41
U_ORG_XM_BJSMYJSKJ,北京生命科学研究所扩建,机电,指定,1165626.96
U_ORG_XM_BJTGLGZ,北京太古里改造,机电,指定,3103322.09
U_ORG_XM_BJWJBGLSQ,北京望京办公楼三期,机电,指定,10480555.95
U_ORG_XM_BJXSJDAZF,北京香山军队安置房,机电,指定,15893190.36
U_ORG_XM_BJYABGZX,北京永安宾馆装修,机电,指定,6084926.6
U_ORG_XM_BJYCCF,北京盈创2#厂房等5项,机电,指定,29753582.32
U_ORG_XM_BJZ12TKJD,北京Z12泰康大厦机电工程,机电,指定,5143060.55
U_ORG_XM_BQDLZCJD,北汽动力总成基地项目（一期）二标段,机电,指定,7199563.32
U_ORG_XM_BQSTLGZF,北京顺义新城第4街区保障性住房,机电,指定,203542.63
U_ORG_XM_CDJDFCK,成都京东方第6代柔性AMOLED触控一体化显示器件,机电,指定,19094270.28
U_ORG_XM_CDJDFGYZX,成都京东方AMOLED工艺技术测试中心,机电,指定,5546335.14
U_ORG_XM_CDYSDC,成都528艺术东村产业展示,机电,指定,326943.17
U_ORG_XM_D11DTFT_SZHXGD11D,深圳华星光电第11代TFT-LCD及AMOLED新型显示器件,机电,指定,7886623.77
U_ORG_XM_FJJHCCQSCX,福建省晋华集成电路有限公司存储器生产线,机电,指定,59992313.09
U_ORG_XM_GYSGZFYYYJD,贵阳市贵州妇女儿童国际医院机电,机电,指定,19390616.8
U_ORG_XM_GZALBB,广州阿里巴巴华南运营中心,机电,指定,34975993.44
U_ORG_XM_GZCSJFZ,广州超视堺第10.5代TFT-LCD显示器件生产线（发展）,机电,指定,110786820.3
U_ORG_XM_HFJDFSDWD,合肥京东方第10.5代薄膜晶体管液晶显示器件（TFT-LCD）,机电,指定,910113.05
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,机电,指定,2121403.6
U_ORG_XM_LXHZX,北京利星行中心(文化交流中心),机电,指定,23465025.58
U_ORG_XM_LXHZXEQ,北京利星行中心二期,机电,指定,827821.82
U_ORG_XM_LXZBEQ,北京联想总部园区二期,机电,指定,19130828.63
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,机电,指定,14905509.91
U_ORG_XM_PAGJJRZX,深圳平安国际金融中心（局集团）,机电,指定,12356796.12
U_ORG_XM_PAJRZXNT,深圳平安金融中心南塔,机电,指定,361074827.8
