项目编码,项目名称,专业,分包类型,产值
U_ORG_XM_CDXXLJEQ,成都香榭林居二期,土建,自施,337975888.3
U_ORG_XM_CDYSDC,成都528艺术东村产业展示,土建,自施,57648598.87
U_ORG_XM_CDZG,成都紫光存储器制造基地,土建,自施,80091562.32
U_ORG_XM_CDZHYHSY,成都中海·御湖世家,土建,自施,111275296.1
U_ORG_XM_CDZLLYJY,成都中粮·珑悦锦云,土建,自施,96447859.48
U_ORG_XM_CQHXZZ,重庆华熙LIVE·鱼洞住宅,土建,自施,127904281.6
U_ORG_XM_CQJDF,重庆京东方第8.5代半导体显示器件,土建,自施,4422817.58
U_ORG_XM_CQJDF6AMOLED,重庆京东方第6代AMOLED柔性生产线,土建,自施,456881797.5
U_ORG_XM_CQLJKGWLY,重庆两江空港物流园,土建,自施,79964383.43
U_ORG_XM_CQSKHLSEQ,重庆SK海力士二期,土建,自施,33929232.73
U_ORG_XM_CQTYZX,重庆巴南体育中心,土建,自施,238.41
U_ORG_XM_CQYCZCZGZN,重庆永川中船重工智能制造产业园,土建,自施,4093850.42
U_ORG_XM_CQYDTYG,重庆华熙LIVE·鱼洞体育馆,土建,自施,43699578.46
U_ORG_XM_CYJZQ,北京常营大型居住区三期,土建,自施,2235371.58
U_ORG_XM_CZQLDXF,常州青龙西路定销房,土建,自施,52807312.72
U_ORG_XM_D11DTFT_SZHXGD11D,深圳华星光电第11代TFT-LCD及AMOLED新型显示器件,土建,自施,19377664.4
U_ORG_XM_DGHWSYS,东莞华为研发实验室一期,土建,自施,78577530.32
U_ORG_XM_DGXTC,东莞小天才生产中心,土建,自施,60838033.52
U_ORG_XM_DLGWJ,大连港湾街二号地块,土建,自施,31808912.8
U_ORG_XM_DQBYNKDX,大庆市八一农垦大学基础教学实验楼,土建,自施,28326559.41
U_ORG_XM_DQYGLQLHJJGC,大庆豫港龙泉铝合金加工材,土建,自施,24020457
U_ORG_XM_DXJCZSQAZF,北京大兴国际机场噪声区安置房,土建,自施,1440239.43
U_ORG_XM_DXKAZFJZHZZ,北京东小口安置住房及综合整治,土建,自施,215752.2
U_ORG_XM_FJ6AMOLED,福州第6代AMOLED柔性生产线,土建,自施,4239437.14
U_ORG_XM_FJJHCCQSCX,福建省晋华集成电路有限公司存储器生产线,土建,自施,74213806.98
U_ORG_XM_FSJHGCEQ,佛山捷和广场二期,土建,自施,3586813.99
U_ORG_XM_FSJRJRCHY,佛山金融街融辰花园,土建,自施,20852537.11
U_ORG_XM_FSJRJSS,佛山金融街三水,土建,自施,216036115.6
U_ORG_XM_FSJXLJHY,佛山建鑫乐家花园,土建,自施,2849438.8
U_ORG_XM_FSLC,佛山绿城,土建,自施,92923896.59
U_ORG_XM_FSLQG,佛山国际体育文化演艺中心,土建,自施,9353055.67
U_ORG_XM_FSSDGZSYXX,佛山顺德光正实验学校,土建,自施,79194559.93
U_ORG_XM_FSSDYXQ,佛山市东亚项目西区EPC,土建,自施,37381313.07
U_ORG_XM_FSYCZD,佛山怡翠尊堤嘉园D2区,土建,自施,1528038.6
U_ORG_XM_GCBS38DK,北京观承别墅03-38地块二标段,土建,自施,8316634.11
U_ORG_XM_GDGSZYXY,广东工商职业学院体育馆·图书馆,土建,自施,49398200.65
U_ORG_XM_GDHYAL,广东阿里巴巴云计算数据中心河源源城区项目,土建,自施,119992507
U_ORG_XM_GJNYQXZX,国际农业科技创新中心,土建,自施,5841622.19
U_ORG_XM_GMDLGZ,北京国贸东楼改造及交通一体化,土建,自施,11200522.51
U_ORG_XM_GMSQB,北京中国国际贸易中心三期B阶段工程,土建,自施,22961131.7
U_ORG_XM_GSQYZDYQ,甘肃庆阳正大一期,土建,自施,11788731.2
U_ORG_XM_GYHYZCF,中建（天津）工业化建筑公司预制厂房,土建,自施,30192096.3
U_ORG_XM_GZALBB,广州阿里巴巴华南运营中心,土建,自施,125080017.5
U_ORG_XM_GZBLSYL,广州保利三元里,土建,自施,83755055.45
U_ORG_XM_GZCSJ,广州超视堺第10.5代TFT-LCD显示器件生产线,土建,自施,453352252.6
U_ORG_XM_GZCSJFZ,广州超视堺第10.5代TFT-LCD显示器件生产线（发展）,土建,自施,44986151.19
U_ORG_XM_GZKNBLC,广州第10.5代TFT-LCD显示器生产线玻璃工厂建设,土建,自施,48996258.49
U_ORG_XM_GZLGGP3,广州LG Display GP3,土建,自施,38270555.04
U_ORG_XM_GZYXBDT,广州粤芯半导体,土建,自施,171462209.4
U_ORG_XM_HBGAYG,河北固安第6代有源矩阵AMOLED面板生产线,土建,自施,56488844.34
U_ORG_XM_HBGAYGFZ,河北固安第6代有源矩阵AMOLED面板生产线（发展）,土建,自施,53029285.99
U_ORG_XM_HBXYZDYQ,湖北襄阳正大一期,土建,自施,12784776.33
U_ORG_XM_HEBHRHLS,哈尔滨华润·欢乐颂,土建,自施,77472995.03
U_ORG_XM_HEBHRXFL,哈尔滨华润·幸福里,土建,自施,1928720.07
U_ORG_XM_HEBSZCYY,哈尔滨深圳产业园科创总部,土建,自施,110299576.8
U_ORG_XM_HFCX,合肥长鑫12吋存储器晶圆制造基地项目一期改扩建,土建,自施,10911761.92
U_ORG_XM_HFJDFSDWD,合肥京东方第10.5代薄膜晶体管液晶显示器件（TFT-LCD）,土建,自施,425636918.8
U_ORG_XM_HFLXYFJD,合肥联想研发基地,土建,自施,5528490.9
U_ORG_XM_HFSY,合肥视涯OLED微型显示器件厂,土建,自施,8047553.7
U_ORG_XM_HFV3,合肥维信诺第六代AMOLED生产线,土建,自施,1137937890
U_ORG_XM_HFV3FZ,合肥维信诺第六代AMOLED生产线（发展）,土建,自施,8158796.96
U_ORG_XM_HFXSDZQJ,合肥鑫晟电子器件厂房建设工程,土建,自施,29717327.35
U_ORG_XM_HFYJCLCJ,合肥邮件处理车间,土建,自施,9529464.47
U_ORG_XM_HFYJCLCJFZ,合肥邮件处理车间（发展）,土建,自施,2997905.67
U_ORG_XM_HFZJCF,合肥整机智能制造生产线,土建,自施,39376151.54
U_ORG_XM_HJDYH,北京花家地一号,土建,自施,244327.64
U_ORG_XM_HJJYSSZYYZX,上海黄金交易所深圳运营中心,土建,自施,92610286.83
U_ORG_XM_HKT,海口塔,土建,自施,2988558.37
U_ORG_XM_HKYSDEQ,北京鸿坤云时代二期,土建,自施,143585038.9
U_ORG_XM_HNAYZZC,河南安阳内黄正大一期,土建,自施,45700.27
U_ORG_XM_HSQY,呼和浩特群众艺术馆,土建,自施,808725.53
U_ORG_XM_HTDXJSSS,北京航天工程大学军事设施建设,土建,自施,94238.09
U_ORG_XM_HZALYZB,杭州阿里云计算公司总部,土建,自施,642939346.1
U_ORG_XM_HZDTSHX,杭州地铁3号线一期工程星桥车辆段,土建,自施,1648541.24
U_ORG_XM_HZHPDX,杭州湖畔大学,土建,自施,70601920.12
U_ORG_XM_HZLXYTC,杭州理想银泰城,土建,自施,107092127.2
U_ORG_XM_HZRHALY,杭州仁和阿里云计算数据中心,土建,自施,131458882.2
U_ORG_XM_HZXLW,广东惠州金融街巽寮湾海世界,土建,自施,18466430.98
U_ORG_XM_HZZX,杭州中芯晶圆半导体股份有限公司半导体大硅片（200mm、300mm）,土建,自施,138464830.5
U_ORG_XM_JJGC,823工程,土建,自施,4453351.67
U_ORG_XM_JJHCZGCGZ,九江火车站广场及滨江路改造,土建,自施,67610405.42
U_ORG_XM_JJXJKSLYQ,九江新建快速路一期,土建,自施,6711342.61
U_ORG_XM_JLMHKKMYLY,吉林梅河口康美医疗健康中心医疗园,土建,自施,8255094.38
U_ORG_XM_JLMHKKMYYY,吉林梅河口康美医疗健康中心医养园,土建,自施,5771785.54
U_ORG_XM_JMHFSJ,江门华发四季,土建,自施,112577452.2
U_ORG_XM_JRJAG,金融街A5改扩建,土建,自施,12657800.85
U_ORG_XM_JRJHZQ,广州金融街海珠区石岗路,土建,自施,23027388.3
U_ORG_XM_JRJYTZX,北京金融街（月坛）中心,土建,自施,3215371.19
U_ORG_XM_JSZJLXCF,江苏镇江力信锂电池研发及产业化工程,土建,自施,48504335.56
U_ORG_XM_JXSWZX,北京京西商务中心（西区）商业金融用地,土建,自施,3045947.16
U_ORG_XM_JXWHZX,嘉兴市文化艺术中心,土建,自施,148886361.9
U_ORG_XM_JXYL,北京绿城西山燕庐,土建,自施,45376425.35
U_ORG_XM_JYWKC,金隅万科城A1地块综合体,土建,自施,8553733.19
U_ORG_XM_KSYDGJ,昆山友达L6K厂房改建,土建,自施,232279.55
U_ORG_XM_LFYQWK,廊坊永清紫晶翡丽,土建,自施,9907351.33
U_ORG_XM_LGYZZSPF,北京来广营北路自住型商品房,土建,自施,12536459.28
U_ORG_XM_LNTSLGC,辽宁天士力现代中药示范工厂,土建,自施,10890328.32
U_ORG_XM_LXHGZ,北京利星行中心改造,土建,自施,14415578.76
U_ORG_XM_LXZBEQ,北京联想总部园区二期,土建,自施,21413388.47
U_ORG_XM_LYZDYQ,洛阳正大一期,土建,自施,6491629.13
U_ORG_XM_LZSOHOJD,北京丽泽soho机电,土建,自施,3504.42
U_ORG_XM_MTGBL,北京门头沟保利首开自住房,土建,自施,13485456.93
U_ORG_XM_MTGBLXX,北京门头沟保利小学,土建,自施,4071991.77
U_ORG_XM_MYJDF,绵阳京东方第6代AMOLED柔性生产线,土建,自施,497315810.4
U_ORG_XM_MYWSCLC,绵阳永兴污水处理厂扩建,土建,自施,48591420.14
U_ORG_XM_NCGXWDZ,南昌高新微电子科技园,土建,自施,24127549.48
U_ORG_XM_NGZCXQ,北京石景山区南宫住宅小区,土建,自施,5274591.05
U_ORG_XM_NJHXC,南京海峡城E地块住宅,土建,自施,27823700.38
U_ORG_XM_NJKGZNGGW,南京空港智能骨干网,土建,自施,244845216.4
U_ORG_XM_NJYZJG29DK,南京燕子矶G29B地块,土建,自施,97887124.85
U_ORG_XM_NJZGJCDLJD,南京紫光集成电路基地,土建,自施,15156023.62
U_ORG_XM_NTALYJS,南通阿里云计算数据中心,土建,自施,132178207.4
U_ORG_XM_PAGJJRZX,深圳平安国际金融中心（局集团）,土建,自施,423317.64
U_ORG_XM_PAJRZXNT,深圳平安金融中心南塔,土建,自施,44041081.67
U_ORG_XM_PJZW,盘锦忠旺铝业一期一标段A区,土建,自施,16368901.31
U_ORG_XM_QBJZHDD,成都青白江区智慧大道,土建,自施,24837198.62
U_ORG_XM_QDHFSJ,青岛华发四季,土建,自施,97512208.29
U_ORG_XM_QDHNJD,青岛华能信息产业基地机电,土建,自施,4189822.42
U_ORG_XM_QDWKFCZJ,青岛万科翡翠长江,土建,自施,147375406.9
U_ORG_XM_QHBT,北京清华大学北体育馆,土建,自施,47311956.27
U_ORG_XM_QHSSM,北京清华大学苏世民书院,土建,自施,4782598.66
U_ORG_XM_QZSABDT,泉州三安半导体研发与产业化,土建,自施,214508357.1
U_ORG_XM_RHYY,北京市仁和医院二期,土建,自施,11699512.78
U_ORG_XM_SCGAFY,四川广安富盈洋房及商业,土建,自施,8557366.16
U_ORG_XM_SDBZZYY,山东滨州中医医院新院,土建,自施,123617196.7
U_ORG_XM_SDJCGZ,北京首都机场2号航站楼改造,土建,自施,37140334.18
U_ORG_XM_SDYKDKYL,北京首都医科大学临床科研楼改造,土建,自施,899381.87
U_ORG_XM_SHPDAZF1101,上海浦东新区安置房11-01地块,土建,自施,94817248.49
U_ORG_XM_SHTXGKJCF,上海腾讯改扩建厂房,土建,自施,11825845.82
U_ORG_XM_SKWKZX,北京首开万科中心,土建,自施,24250540.84
U_ORG_XM_SMDLGZ,北京生命科学实验室改造,土建,自施,2193773.69
U_ORG_XM_SMKYDL,北京生命科学科研大楼,土建,自施,564182.44
U_ORG_XM_SRHXLIVEXJYQ,上饶华熙Live·信江一期,土建,自施,28356563.92
U_ORG_XM_SXDTZDYQ,山西大同正大一期,土建,自施,37398381.41
U_ORG_XM_SYHTWWLJD,三亚海棠湾国际购物中心物流基地,土建,自施,29902380.64
U_ORG_XM_SYHXD,三亚海棠湾河心岛,土建,自施,52587329.15
U_ORG_XM_SYJLSY,沈阳嘉里A2地块商业,土建,自施,46879556.28
U_ORG_XM_SYJLZX,沈阳嘉里中心T1及T4楼,土建,自施,239.41
U_ORG_XM_SYJLZXBDK,沈阳嘉里中心B地块3a1、3a2期,土建,自施,125950.2
U_ORG_XM_SYJLZXT,沈阳嘉里中心A2地块T2办公楼总承包工程,土建,自施,14133460.14
U_ORG_XM_SYJYJD,三亚海棠湾君悦酒店,土建,自施,5088816.43
U_ORG_XM_SYLCQYCSQ,沈阳绿城全运村四期,土建,自施,125484691.6
U_ORG_XM_SYSKRY,沈阳首开如院,土建,自施,31215201.51
U_ORG_XM_SYTK,沈阳泰康之家沈园,土建,自施,104782948.8
U_ORG_XM_SYZHHPZM,沈阳中海和平之门5.1期,土建,自施,19798138.51
U_ORG_XM_SZDSDS,深圳达实大厦改扩建,土建,自施,37606746.55
U_ORG_XM_SZDXXLXQ,深圳大学西丽校区,土建,自施,125481184.2
U_ORG_XM_SZGMQJRJ,深圳光明区金融街,土建,自施,62914389.12
U_ORG_XM_SZJCKFQ,深圳机场开发区西区,土建,自施,112249112.3
U_ORG_XM_SZJLSWZX,深圳嘉里商务中心,土建,自施,91261958.59
U_ORG_XM_SZJSDX,深圳技术大学建设项目（一期）,土建,自施,669244098
U_ORG_XM_SZPACXDS,深圳平安财险大厦,土建,自施,59770457.76
U_ORG_XM_SZPAGJJRZX,深圳平安国际金融中心,土建,自施,17333929.53
U_ORG_XM_SZQWXXSNZX,深圳前湾信息枢纽中心,土建,自施,94266629.17
U_ORG_XM_SZSCSWDS,深圳首创商务大厦,土建,自施,78783213.91
U_ORG_XM_SZSMYF,深圳水木一方大厦,土建,自施,11195128.37
U_ORG_XM_SZSSGL,深圳石厦村综合管廊,土建,自施,2286165.66
U_ORG_XM_SZTK,苏州泰康之家31703地块,土建,自施,5496091.15
U_ORG_XM_SZYLXDXQ,深圳职业技术学院留仙洞校区,土建,自施,23903326.19
U_ORG_XM_SZYXSGYCJ,深圳职业技术学院学生公寓拆建,土建,自施,92414210.5
U_ORG_XM_TH008,北京台湖公园里008地块,土建,自施,23922552.82
U_ORG_XM_TJATYFJD,北京太极傲天信息技术研发基地,土建,自施,31609920.01
U_ORG_XM_TJDYC,天津大悦城B地块办公楼,土建,自施,1982851.79
U_ORG_XM_TJJHS,天津金海墅,土建,自施,3552337.88
U_ORG_XM_TJJLZX,天津嘉里中心,土建,自施,18422560.49
U_ORG_XM_TJJRJ,天津金融街（和平）中心,土建,自施,41250784.65
U_ORG_XM_TJJRJDLH,天津金融街东丽湖一期及展示区,土建,自施,120625376
U_ORG_XM_TJJTDS,天津金唐大厦,土建,自施,8756030.47
U_ORG_XM_TJNKXX,天津海河教育园区南开学校,土建,自施,33923873.54
U_ORG_XM_TJQYCDJXM,天津全运村代建东区小学幼儿园邻里中心,土建,自施,17705849.86
U_ORG_XM_TJSCZBZ,天津首创中北镇,土建,自施,87163766.81
U_ORG_XM_TJSYQ,天津天碱商业区14#地,土建,自施,819035.84
U_ORG_XM_TJTHC,天津天河城购物中心,土建,自施,16057602.27
U_ORG_XM_TJTYHHYQ,天津天阅海河一期,土建,自施,61049367.53
U_ORG_XM_TJZBZJGQ,天津中北镇居住区G区,土建,自施,84642847.39
U_ORG_XM_TJZLDDDDKJZ,天津中粮大道一期D地块精装,土建,自施,164339.3
U_ORG_XM_TKCPXCYQ,北京泰康之家昌平新城一期,土建,自施,29499741
U_ORG_XM_TKYYEQ,北京泰康之家燕园二期,土建,自施,602354
U_ORG_XM_TSXSW,唐山橡树湾,土建,自施,588112.14
U_ORG_XM_TTTGHHY,天津天通泰观湖花园,土建,自施,16588784.28
U_ORG_XM_TTTKJY,北京天通泰中以文化数码科技园,土建,自施,23826228.98
U_ORG_XM_WHCCQJD,武汉国家存储器基地,土建,自施,8123.29
U_ORG_XM_WHHXGD,武汉华星光电t3,土建,自施,36267430.2
U_ORG_XM_WHJDF,武汉高世代薄膜晶体管液晶显示器件(TFT-LCD)生产线,土建,自施,229170013.3
U_ORG_XM_WHTKCY,武汉泰康之家·楚园,土建,自施,49037158.77
U_ORG_XM_WHWKCYTD,北京五和万科长阳天地,土建,自施,4364507.25
U_ORG_XM_WHZHTF,武汉中国特种飞行器研发中心,土建,自施,153272516.8
U_ORG_XM_WJBGLEQ,望京办公楼二期,土建,自施,79169110.22
U_ORG_XM_WKFCYT,北京万科翡翠云图,土建,自施,198430577.5
U_ORG_XM_WKSBSYDZX,五棵松冰上运动中心,土建,自施,111265461.6
U_ORG_XM_WKSZHL,北京五棵松文化体育中心配套综合楼,土建,自施,18790637.21
U_ORG_XM_WLCBALYJS,乌兰察布阿里云计算数据中心,土建,自施,62912175.12
U_ORG_XM_WRKTDX,深圳微软科通大厦,土建,自施,191305.13
U_ORG_XM_WXHFZNZSCDKZZ,无锡华发中南装饰城地块住宅,土建,自施,255187180
U_ORG_XM_WXHK,无锡鸿坤理想湾,土建,自施,191777678
U_ORG_XM_WXHL2Z,无锡恒隆广场办公楼2座,土建,自施,40222688.39
U_ORG_XM_WXHLGCBGL,无锡恒隆广场办公楼2座保护工程,土建,自施,3401586.97
U_ORG_XM_WXJRG,无锡河埒金融商务港,土建,自施,176385030.1
U_ORG_XM_WXSKHLSKJ,无锡SK海力士厂房扩建,土建,自施,148149786.3
U_ORG_XM_WXZGCRJYEQ,无锡中关村软件园太湖分园二期,土建,自施,16923313.26
U_ORG_XM_WXZGCZZ,无锡中关村软件园住宅,土建,自施,10666144.9
U_ORG_XM_XALXHJD,西安利星行酒店,土建,自施,10874941.32
U_ORG_XM_XARCWSZZ,容城县农村生活污水综合整治项目（EPC）一标,土建,自施,15745113.08
U_ORG_XM_XASXBDTRQUT,西安三星半导体二期UT栋,土建,自施,172398827.6
U_ORG_XM_XAYSWCYJD,西安奕斯伟硅产业基地,土建,自施,12184274.54
U_ORG_XM_XDWLEQ,北京西大望路二期,土建,自施,16982136.64
U_ORG_XM_XGLSYJR,北京霞光里5号、6号商业金融,土建,自施,44975939.19
U_ORG_XM_XJCAZF,北京新机场安置房,土建,自施,25001777.93
U_ORG_XM_XJCXXZX,北京新机场信息中心,土建,自施,2117
U_ORG_XM_XZYLH,徐州云龙湖悦府三期,土建,自施,70939.51
U_ORG_XM_YJSGZ,北京电信亦庄云计算改造,土建,自施,1055471.02
U_ORG_XM_YXHE2DK,北京怀柔区雁栖湖柏崖厂村E2地块,土建,自施,106737494.2
U_ORG_XM_YYZXGZSQ,北京国家游泳中心改造三期,土建,自施,23892209.63
U_ORG_XM_Z13SYJR,北京CBD核心区Z13地块商业金融,土建,自施,25771481.6
U_ORG_XM_ZBALBBSJZXJD,张北阿里巴巴数据中心机电,土建,自施,505782.46
U_ORG_XM_ZBALBBSJZXJDXET,张北阿里巴巴数据中心机电小二台,土建,自施,636538.32
U_ORG_XM_ZHHFGC,珠海华发广场,土建,自施,21342955.28
U_ORG_XM_ZHZLSZ,珠海臻林山庄,土建,自施,55269210.14
U_ORG_XM_ZJHFXCHY,湛江华发新城花园,土建,自施,19646582.27
U_ORG_XM_ZJKTXHL,张家口腾讯怀来瑞北云数据中心,土建,自施,102181459.6
U_ORG_XM_ZLDDDDK,天津中粮大道一期D地块,土建,自施,21888318.13
U_ORG_XM_ZLKJY,中粮科技园标准厂房,土建,自施,30575820.08
U_ORG_XM_ZLKJYEQ,北京中粮科技园标准厂房二期,土建,自施,204318252.6
U_ORG_XM_ZQTXYJS,重庆腾讯云计算中心,土建,自施,2544410.82
U_ORG_XM_ZSJMDK,北京招商嘉铭10地块商业办公,土建,自施,3404830.15
U_ORG_XM_ZZJYZX,郑州建业中心,土建,自施,27692960.38
U_ORG_XM_BDFZJXL,北京大学新建附属中学北校区综合教学楼,土建,指定,7413921.89
U_ORG_XM_BDKYL,北京大学教学科研楼,土建,指定,1456049.7
U_ORG_XM_BJAZKYL,北京A座科研楼,土建,指定,3828569.88
U_ORG_XM_BJCBDSYJR,北京市CBD核心区Z2b地块商业金融,土建,指定,41535605.34
U_ORG_XM_BJFSLHXYTJ,北京房山龙湖熙悦天街,土建,指定,58608212.94
U_ORG_XM_BJGLYSQ03_31,北京高丽营三期03-31地块,土建,指定,13197262.69
U_ORG_XM_BJHQGYDJQ,北京环球度假区,土建,指定,124544339.7
U_ORG_XM_BJHQZTGY,北京环球主题公园,土建,指定,293201160.8
U_ORG_XM_BJHRZGCCZZ,北京怀柔张各长村住宅,土建,指定,26681476.22
U_ORG_XM_BJODBSMZX,北京欧德宝商贸中心,土建,指定,1974395.63
U_ORG_XM_BJPAE05DK,北京平安金融中心E05地块,土建,指定,84009984.66
U_ORG_XM_BJSYHSYGYCQF,北京顺义后沙峪共有产权房,土建,指定,30151536.07
U_ORG_XM_BJSYMTZ,北京顺义马头庄,土建,指定,23059796.95
U_ORG_XM_BJTGLGZ,北京太古里改造,土建,指定,18553509.15
U_ORG_XM_BJWJBGLSQ,北京望京办公楼三期,土建,指定,1078595.84
U_ORG_XM_BJWKQXS,北京万科七橡墅,土建,指定,13725640.58
U_ORG_XM_BJXJCGL,北京新机场道路及综合管廊,土建,指定,5113664.67
U_ORG_XM_BJXSJDAZF,北京香山军队安置房,土建,指定,9588108.87
U_ORG_XM_BJYABGZX,北京永安宾馆装修,土建,指定,11628812.6
U_ORG_XM_BJYCCF,北京盈创2#厂房等5项,土建,指定,31652413.39
U_ORG_XM_BJYYYH,北京远洋瀛海,土建,指定,17811286.65
U_ORG_XM_BQDLZCJD,北汽动力总成基地项目（一期）二标段,土建,指定,3664966.29
U_ORG_XM_BQSTLGZF,北京顺义新城第4街区保障性住房,土建,指定,7289233.92
U_ORG_XM_CDJDFCK,成都京东方第6代柔性AMOLED触控一体化显示器件,土建,指定,39552501.88
U_ORG_XM_CDJDFGYZX,成都京东方AMOLED工艺技术测试中心,土建,指定,6219316.78
